index,ID,NAME,RATING,PHONENUMBER,NO_OF_REVIEWS,ADDRESS,source,entity_id
1143,1445980001144,Chop Shop II ,4.5,(646) 964-5672,32,"41 W 24th St, New York, NY 10010",1,353
1889,1445980001890,Gam Ja Gol ,4.0,(213) 381-6446,213,"3003 W Olympic Blvd, Los Angeles, CA 90006",1,354
4263,1445980004264,Riposo 46 ,4.0,(929) 220-3952,269,"667 9th Ave, New York, NY 10036",1,355
471,1445980000472,Bath & Body Works ,4.5,(608) 826-0626,3,"23 W Towne Mall, Madison, WI 53719",1,356
2562,1445980002563,K & G Jewelers ,4.5,(415) 751-2712,72,"5520 Geary Blvd, San Francisco, CA 94121",1,357
2779,1445980002780,LA Sands Boxing Gym ,4.0,(213) 909-7029,12,"515 E 4th St, Los Angeles, CA 90013",1,358
4056,1445980004057,Pot Pan ,3.5,(773) 862-6990,325,"1362 N Milwaukee Ave, Chicago, IL 60642",1,359
1040,1445980001041,Chang Jiang Chinese Restaurant ,3.0,(608) 278-1818,16,"646 S Gammon Rd, Madison, WI 53719",1,360
4000,1445980004001,Plan B ,3.0,(608) 257-5262,54,"924 Williamson St, Madison, WI 53703",1,361
5075,1445980005076,The Black Sheep ,4.0,(213) 689-5022,747,"126 E 6th St, Los Angeles, CA 90013",1,362
3055,1445980003056,Mad Cat Pet Supply ,5.0,(608) 255-4450,32,"1012 Williamson St, Madison, WI 53703",1,363
5146,1445980005147,The Eddy ,4.5,(646) 895-9884,174,"342 E 6th St, New York, NY 10003",1,364
5535,1445980005536,Umami Burger ,4.0,(415) 440-8626,1785,"2184 Union St, San Francisco, CA 94123",1,365
2261,1445980002262,Hopwater Distribution ,4.5,1445980000000,353,"850 Bush St, San Francisco, CA 94108",1,366
2818,1445980002819,Lao Laan,3.5,(608) 819-0140,68,"2098 Atwood Ave, Madison, WI 53704",1,367
4642,1445980004643,Soot Bull Jeep ,4.0,(213) 387-3865,721,"3136 W 8th St, Los Angeles, CA 90005",1,368
4751,1445980004752,Stephanie S.'s review of The Kombucha Sho,5.0,1445980000000,1,"1418 South Park St, Madison, WI 53715",1,369
3696,1445980003697,Oriental Wok ,3.0,(608) 255-1288,12,"532 S Park St, Madison, WI 53715",1,370
958,1445980000959,Capriotti�۪s Sandwich Shop ,3.5,(608) 833-5551,31,"610 Junction Rd, Madison, WI 53717",1,371
5843,1445980005844,Yum Yum Bangkok ,3.5,(212) 262-7244,450,"650 9th Ave, New York, NY 10036",1,372
1132,1445980001133,Cho Oishi ,2.5,(323) 464-0500,119,"6801 Hollywood Blvd, Los Angeles, CA 90028",1,373
3057,1445980003058,Mad City Frites ,4.0,(608) 204-6150,39,"320 State St, Madison, WI 53703",1,374
2953,1445980002954,Local Mission Eatery ,3.5,(415) 655-3422,407,"3111 24th St, San Francisco, CA 94110",1,375
1991,1445980001992,Good Luck Dim Sum ,4.0,(415) 386-3388,1137,"736 Clement St, San Francisco, CA 94118",1,376
1482,1445980001483,Don the Car Care Man ,3.0,(608) 467-0602,2,"2008 University Ave, Madison, WI 53726",1,377
5731,1445980005732,Which Wich ,4.0,(608) 709-1094,14,"411 State St, Madison, WI 53703",1,378
1197,1445980001198,Club Puertorriqueno De San Francisco ,4.0,(415) 920-9606,1,"3249 Mission St, San Francisco, CA 94110",1,379
325,1445980000326,At nine Restaurant & Bar ,4.0,(212) 265-4499,197,"592 9th Ave, New York, NY 10036",1,380
4459,1445980004460,Sarku Japan ,3.0,(608) 836-0818,2,"108 W Towne Mall, Madison, WI 53719",1,381
2584,1445980002585,Kang Ho Dong Baekjeong ,4.5,(213) 384-9678,2002,"3465 W 6th St, Los Angeles, CA 90020",1,382
2809,1445980002810,Lan Larb ,4.0,(212) 889-1769,65,"637 2nd Ave, New York, NY 10016",1,383
4449,1445980004450,Sapori Trattoria ,4.5,(312) 967-9358,1299,"2701 N Halsted St, Chicago, IL 60614",1,384
1988,1445980001989,Good Food ,5.0,(608) 217-5227,39,"33 E Main St, Madison, WI 53703",1,385
3518,1445980003519,New Wong Rest ,4.0,(646) 878-9474,16,"103 E Broadway, New York, NY 10002",1,386
5368,1445980005369,The Up & Up ,4.0,(212) 260-3000,42,"116 MacDougal St, New York, NY 10012",1,387
3247,1445980003248,Met Photo ,5.0,(212) 869-6960,2,"1500 Broadway, New York, NY 10036",1,388
2691,1445980002692,Kopi Kopi NYC ,3.5,(212) 777-7285,224,"68 W 3rd St, New York, NY 10012",1,389
340,1445980000341,Au Lac DTLA ,4.5,(213) 617-2533,175,"710 W 1st St, Los Angeles, CA 90012",1,390
2852,1445980002853,Lazy Jane�۪s ,4.0,(608) 257-5263,184,"1358 Williamson St, Madison, WI 53703",1,391
2248,1445980002249,Hong Kong Clay Pot Restaurant ,3.5,(415) 989-2638,547,"960 Grant Ave, San Francisco, CA 94108",1,392
3550,1445980003551,Nina O.'s review of Ten Pin Alle,3.5,(608) 845-1010,16,"6285 Nesbitt Rd, Fitchburg, WI 53719",1,393
2400,1445980002401,Jack N Jill�۪s Too ,4.0,(310) 858-4900,553,"8738 W 3rd St, Los Angeles, CA 90048",1,394
2821,1445980002822,Lao Laan,4.0,(608) 280-0104,212,"1146 Williamson St, Madison, WI 53703",1,395
5668,1445980005669,Wah Kee Wonton Noodle ,4.0,(608) 255-5580,105,"600 Williamson St, Madison, WI 53703",1,396
5237,1445980005238,The Little Easy ,4.0,(213) 628-3113,128,"216 W 5th St, Los Angeles, CA 90013",1,397
487,1445980000488,BCD Tofu House ,4.0,(213) 382-6677,1894,"3575 Wilshire Blvd, Los Angeles, CA 90010",1,398
2619,1445980002620,Kelly E.'s review of Urban Outfitter,3.5,(608) 258-8818,13,"604 State St, Madison, WI 53703",1,399
1187,1445980001188,Clark St. Ale House ,4.0,(877) 637-7133,241,"742 N Clark St, Chicago, IL 60654",1,400
2118,1445980002119,Han Bat Sul Lung Tang ,4.5,(213) 383-9499,1104,"4163 W 5th St, Los Angeles, CA 90020",1,401
4407,1445980004408,Sali C.'s review of Lao Laan,4.0,(608) 280-0104,212,"1146 Williamson St, Madison, WI 53703",1,402
4603,1445980004604,Smiles Cafe USC ,4.5,1445980000000,20,"844 W 32nd St, Los Angeles, CA 90007",1,403
2751,1445980002752,La Espiga De Oro ,4.5,(415) 826-1363,112,"2916 24th St, San Francisco, CA 94110",1,404
3319,1445980003320,Minas Brazilian Restaurant & Cacha̤aria ,4.0,(415) 626-8727,112,"41 Franklin Street, San Francisco, CA 94102",1,405
4667,1445980004668,South Kawa ,4.0,(773) 940-1238,144,"3417 S Halsted St, Chicago, IL 60608",1,406
2744,1445980002745,La Cocina Boricua de la Familia Galarza ,4.5,(773) 235-7377,202,"2420 W Fullerton Ave, Chicago, IL 60647",1,407
4581,1445980004582,Sixth St Tavern ,4.0,(213) 614-1900,392,"630 W 6th St, Los Angeles, CA 90017",1,408
4685,1445980004686,Spicy BBQ Restaurant ,4.5,(323) 663-4211,397,"5101 Santa Monica Blvd, Los Angeles, CA 90029",1,409
4254,1445980004255,Rick�۪s Olde Gold ,4.0,(608) 257-7280,5,"1314 Williamson St Frnt, Madison, WI 53703",1,410
4825,1445980004826,Sun Nong Dan ,4.5,(213) 365-0303,134,"3470 W 6th St, Los Angeles, CA 90020",1,411
5040,1445980005041,Thank U Pho ,4.5,(213) 380-3223,163,"3522 W 8th St, Los Angeles, CA 90005",1,412
5743,1445980005744,White Oak Oyster Bar & Cocktail Lounge ,4.0,(646) 692-9347,45,"818 10th Ave, New York, NY 10019",1,413
129,1445980000130,Alan Koa Salon & Spa ,3.5,(608) 284-1956,29,"202 State St, Madison, WI 53703",1,414
1561,1445980001562,El Carmen ,4.0,(323) 852-1552,687,"8138 W 3rd St, Los Angeles, CA 90048",1,415
2035,1445980002036,Great Harvest Bread Company ,4.5,(608) 284-9309,16,"3258 University Ave, Madison, WI 53705",1,416
2095,1445980002096,Ha Long Bay Vietnamese & Thai Bistro ,4.0,(608) 255-2868,325,"1353 Williamson St, Madison, WI 53703",1,417
4574,1445980004575,Simone G.'s review of West River Caf,4.0,(773) 866-2133,109,"4400 N Kedzie Ave, Chicago, IL 60625",1,418
450,1445980000451,Barrel Down ,4.0,(213) 232-8657,104,"525 W 7th St, Los Angeles, CA 90014",1,419
4531,1445980004532,Shake Shack ,4.0,(646) 545-4600,646,"215 Murray St, New York, NY 10282",1,420
1421,1445980001422,Delicious Dim Sum ,4.0,(415) 781-0721,561,"752 Jackson St, San Francisco, CA 94133",1,421
974,1445980000975,Carol O.'s review of Old Bus Taver,4.5,(415) 843-1938,41,"3193 Mission St, San Francisco, CA 94110",1,422
613,1445980000614,BJs Kolaches ,,(715) 340-6267,0,"975 University Ave, Madison, WI 53706",1,423
5124,1445980005125,The Crafty Fox Ale House ,4.5,(415) 416-6602,35,"1700 Mission St, San Francisco, CA 94103",1,424
3956,1445980003957,Pizza Di Roma ,3.5,(608) 268-0900,62,"313 State St, Madison, WI 53703",1,425
5793,1445980005794,Wood Spoon ,4.0,(213) 629-1765,1131,"107 W 9th St, Los Angeles, CA 90015",1,426
294,1445980000295,Aroma Restaurant ,4.5,(323) 644-2833,239,"2903 W Sunset Blvd, Los Angeles, CA 90026",1,427
5015,1445980005016,Ten Pin Alley ,3.5,(608) 845-1010,16,"6285 Nesbitt Rd, Fitchburg, WI 53719",1,428
5308,1445980005309,The Real 3rd Street Chicken House ,4.5,(213) 386-1135,22,"4254 W 3rd St, Los Angeles, CA 90020",1,429
2250,1445980002251,Hong Kong Lounge II ,3.5,(415) 668-8802,514,"3300 Geary Blvd, San Francisco, CA 94118",1,430
2622,1445980002623,Ken S.'s review of Sai Jai Thai Restauran,4.0,(415) 673-5774,669,"771 O'Farrell St, San Francisco, CA 94109",1,431
4132,1445980004133,Quaker Steak & Lube ,3.5,(608) 831-5823,92,"2259 Deming Way, Middleton, WI 53562",1,432
618,1445980000619,Black Tree ,4.0,(212) 533-4684,262,"131 Orchard St, New York, NY 10002",1,433
1565,1445980001566,El Cochinito Restaurant ,4.0,(323) 668-0737,383,"3508 W Sunset Blvd, Los Angeles, CA 90026",1,434
2591,1445980002592,Karen & Co ,3.5,(608) 258-5500,3,"309 State St, Madison, WI 53703",1,435
1038,1445980001039,Chang Jiang ,2.0,(608) 278-1818,2,"646 S Gammon Rd, Madison, WI 53719",1,436
3965,1445980003966,Pizza Hut ,,(662) 782-8378,0,"662 State St, Madison, WI 53703",1,437
5198,1445980005199,The Heights Deli & Bottle Shop ,4.5,(323) 223-0708,99,"2927 N Broadway, Los Angeles, CA 90031",1,438
3006,1445980003007,Lucha Lucha ,4.5,(929) 273-2380,82,"283 Nostrand Ave, Brooklyn, NY 11216",1,439
4537,1445980004538,Shanghai Asian Manor ,4.0,(212) 766-6311,678,"21 Mott St, New York, NY 10013",1,440
5059,1445980005060,The Bad Apple ,4.0,(773) 360-8406,1073,"4300 N Lincoln Ave, Chicago, IL 60618",1,441
5089,1445980005090,The Brass Ring ,3.5,(608) 256-9359,39,"701 E Washington Ave, Madison, WI 53703",1,442
3913,1445980003914,Pica Pica Arepa Kitchen ,4.0,(415) 400-5453,909,"401 Valencia St, San Francisco, CA 94103",1,443
1473,1445980001474,Dok Dok Chicken ,4.0,(213) 351-9963,49,"401 S Vermont Ave, Los Angeles, CA 90020",1,444
2251,1445980002252,Hong Kong Station ,3.5,(608) 661-8288,27,"1441 Regent St, Madison, WI 53711",1,445
1526,1445980001527,Ear Wax Records ,5.0,(608) 257-6402,5,"254 W Gilman St, Madison, WI 53703",1,446
4679,1445980004680,Spear Steak & Seafood House ,4.0,(213) 688-3000,306,"800 W 6th St, Los Angeles, CA 90017",1,447
1378,1445980001379,Dan Sung Sa ,4.0,(213) 487-9100,497,"3317 W 6th St, Los Angeles, CA 90020",1,448
2245,1445980002246,Hong Kong Buffet ,,(608) 240-0762,0,"2817 E Washington Ave, Madison, WI 53704",1,449
3507,1445980003508,New Golden Daisy ,4.0,(415) 392-0111,163,"1041 Stockton St, San Francisco, CA 94108",1,450
670,1445980000671,Blum�۪s Trophies LLC ,,(608) 256-8296,0,"130 State St, Madison, WI 53703",1,451
3056,1445980003057,Mad City Crabhouse ,1.0,1445980000000,2,"122 State St, Madison, WI 53774",1,452
1491,1445980001492,Dotty Dumpling�۪s Dowry ,4.0,(608) 259-0000,305,"317 N Frances St, Madison, WI 53703",1,453
3933,1445980003934,Pio Pio ,4.0,(212) 459-2929,1383,"604 10th Ave, New York, NY 10036",1,454
3695,1445980003696,Orient House ,3.5,(608) 571-6512,70,"626 S Park St, Madison, WI 53715",1,455
1381,1445980001382,Danger Dogs ,4.5,1445980000000,18,"415 W 8th St, Los Angeles, CA 90006",1,456
2305,1445980002306,Husky Hog BBQ ,4.5,(773) 442-2769,130,"335 W 31st St, Chicago, IL 60616",1,457
1667,1445980001668,Etcetera Etcetera ,4.0,(212) 399-4141,276,"352 W 44th St, New York, NY 10036",1,458
4367,1445980004368,Ruth�۪s Chris Steak House ,3.5,(608) 828-7884,66,"2137 Deming Way, Middleton, WI 53562",1,459
1989,1445980001990,Good Food ,5.0,(608) 217-5227,39,"33 E Main St, Madison, WI 53703",1,460
2554,1445980002555,Jun Won Restaurant ,4.5,(213) 383-8855,187,"3100 W 8th St, Los Angeles, CA 90005",1,461
5732,1445980005733,Which Wich ,3.5,(608) 836-9424,25,"2177 Deming Way, Middleton, WI 53562",1,462
4721,1445980004722,St. Thomas Church Fifth Avenue ,4.5,(212) 757-7013,16,"1 West 53rd St, New York, NY 10019",1,463
5655,1445980005656,VIP ,4.0,(608) 831-5555,98,"6718-6722 Odana Rd, Madison, WI 53719",1,464
2788,1445980002789,La Taqueria ,4.0,(415) 285-7117,2312,"2889 Mission St, San Francisco, CA 94110",1,465
1443,1445980001444,Dim Sum Club ,4.0,(415) 529-2615,98,"2550 Van Ness Ave, San Francisco, CA 94109",1,466
227,1445980000228,Angie M.'s review of Small Cheva,4.0,1445980000000,107,"1732 N Milwaukee Ave, Chicago, IL 60647",1,467
4428,1445980004429,San Francisco Bay Flowers ,1.0,(415) 643-6519,1,"801 N Point St, San Francisco, CA 94109",1,468
3556,1445980003557,Nitty Gritty Birthday Bar ,3.0,(608) 251-2521,94,"223 N Frances St, Madison, WI 53703",1,469
3603,1445980003604,NTS News ,,(917) 796-5264,0,"224 W 35th St, New York, NY 10001",1,470
1146,1445980001147,Chris A.'s review of Arts and Crafts Beer Parlo,4.5,(646) 678-5263,102,"26 W 8th St, New York, NY 10011",1,471
984,1445980000985,Casa Chocolate ,4.0,(323) 734-7679,103,"3319 W Pico Blvd, Los Angeles, CA 90019",1,472
4842,1445980004843,Super Duper Burgers ,4.0,(415) 558-8123,928,"2304 Market St, San Francisco, CA 94114",1,473
1026,1445980001027,Cha Cha Cha ,4.0,(415) 386-7670,2627,"1801 Haight St, San Francisco, CA 94117",1,474
1342,1445980001343,Cup & Cup ,4.5,(646) 398-9990,145,"15 E 31st St, New York, NY 10016",1,475
5428,1445980005429,Toe Bang Cafe ,4.0,(213) 387-4905,557,"3465 W 6th St, Ste 110, Los Angeles, CA 90020",1,476
3930,1445980003931,Ping Pong ,3.5,(773) 281-7575,481,"3322 N Broadway St, Chicago, IL 60657",1,477
2264,1445980002265,Hot Soup Cart ,4.5,1445980000000,2,"51st St & Broadway, New York, NY 10019",1,478
4316,1445980004317,Rosalie L.'s review of Uncharted Book,4.0,1445980000000,37,"2630 N Milwaukee Ave, Chicago, IL 60647",1,479
3322,1445980003323,Ming Moon ,2.5,(608) 835-2163,7,"787 N Main St, Oregon, WI 53575",1,480
1829,1445980001830,Franco On Melrose ,4.0,(323) 934-3390,608,"6919 Melrose Ave, Los Angeles, CA 90038",1,481
4843,1445980004844,Super Duper Burgers ,4.0,(415) 882-1750,804,"783 Mission St, San Francisco, CA 94103",1,482
3542,1445980003543,Nico ,4.0,(415) 359-1000,138,"3228 Sacramento Street, San Francisco, CA 94115",1,483
2585,1445980002586,Kang Ho Dong Baekjeong ,4.5,(213) 384-9678,1981,"3465 W 6th St, Los Angeles, CA 90020",1,484
5235,1445980005236,The Little Door ,4.0,(323) 951-1210,1349,"8164 W 3rd St, Los Angeles, CA 90048",1,485
159,1445980000160,All About the Bread ,4.0,(323) 930-8989,633,"7111 Melrose Ave, Los Angeles, CA 90046",1,486
1065,1445980001066,Cherry Circle Room ,4.0,(312) 792-3515,41,"12 S Michigan Ave, Chicago, IL 60603",1,487
1819,1445980001820,Four Star Video Cooperative ,4.5,(608) 255-1994,19,"449 State St, Madison, WI 53703",1,488
5824,1445980005825,Yang Ban Sul Lung Tang Restaurant ,4.5,(213) 489-4640,94,"716 E 9th Pl, Los Angeles, CA 90021",1,489
1060,1445980001061,Chef Fredy Cuisine ,5.0,(630) 556-1057,7,"1752 W Grand Ave, Chicago, IL 60622",1,490
5534,1445980005535,Umami Buns ,4.0,(608) 819-6319,11,"716-798 State St, Madison, WI 53706",1,491
2952,1445980002953,Local ,4.0,(323) 662-4740,649,"2943 W Sunset Blvd, Los Angeles, CA 90026",1,492
2823,1445980002824,Larchmont Village Wine Spirits & Cheese ,4.5,(323) 856-8699,680,"223 N Larchmont Blvd, Los Angeles, CA 90004",1,493
949,1445980000950,Capital Tap Haus ,3.0,(608) 310-1010,81,"107 State St, Madison, WI 53703",1,494
1912,1445980001913,Gather ,4.5,(773) 506-9300,341,"4539 N Lincoln Ave, Chicago, IL 60625",1,495
3902,1445980003903,Pho Tan Hoa ,4.0,(415) 673-3163,422,"431 Jones St, San Francisco, CA 94102",1,496
1039,1445980001040,Chang Jiang ,3.0,(608) 825-9108,16,"984 W Main St, Sun Prairie, WI 53590",1,497
5826,1445980005827,Yang San Bak ,4.0,(213) 365-9689,202,"3601 W 6th St, Los Angeles, CA 90020",1,498
1036,1445980001037,Chang Jiang ,2.5,(608) 288-1888,14,"2935 S Fish Hatchery Rd, Fitchburg, WI 53711",1,499
742,1445980000743,Brian S.'s review of Hong Kong Loung,3.5,(415) 668-8836,1215,"5322 Geary Blvd, San Francisco, CA 94121",1,500
1218,1445980001219,Colibri Mexican Bistro ,3.5,(415) 440-2737,1601,"438 Geary St, San Francisco, CA 94102",1,501
3945,1445980003946,Pita Pit ,4.0,(608) 819-6722,18,"449 State St, Madison, WI 53703",1,502
3815,1445980003816,Park�۪s BBQ ,4.0,(213) 380-1717,1104,"955 S Vermont Ave, Los Angeles, CA 90006",1,503
2489,1445980002490,Jim L.'s review of Parthenon Gyros Restauran,3.5,(608) 251-6311,97,"316 State St, Madison, WI 53703",1,504
3684,1445980003685,Ora ,4.5,(773) 506-2978,292,"5143 N Clark St, Chicago, IL 60640",1,505
2101,1445980002102,Hae Jang Chon Korean BBQ Restaurant ,4.0,(213) 389-8777,2684,"3821 W 6th St, Los Angeles, CA 90020",1,506
5625,1445980005626,Via Lima ,4.0,(773) 348-4900,39,"4024 N Lincoln Ave, Chicago, IL 60618",1,507
