#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.Id
#foreign_key_rtable=rtable.Id
#ltable=POINTER
_id,ltable.Id,rtable.Id,ltable.Director,ltable.Name,ltable.Year,rtable.Director,rtable.Name,rtable.YearRange,gold
7220,tt0980970,ano_bisiesto,Michael Apted,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Michael Rowe,Leap Year,2010 2011 2012,0
7248,tt0990407,green_hornet,Michel Gondry,The Green Hornet,2011,Michel Gondry,The Green Hornet,2010 2011 2012,1
7272,tt1014806,11th_hour,Lori Petty,The Poker House,2008,"Nadia Conners,Leila Conners Petersen",The 11th Hour,2006 2007 2008,0
7276,tt1015471,the_night_before_2015,Caryn Waechter,The Sisterhood of Night,2014,Jonathan Levine,The Night Before,2014 2015 2016,0
7293,tt1023114,way_of_the_puck,Peter Weir,The Way Back,2010,Eric D. Anderson (III),Way Of The Puck,2009 2010 2011,0
7296,tt1024255,martian_child,Nick Moore,Wild Child,2008,Menno Meyjes,Martian Child,2006 2007 2008,0
7313,tt1031969,hurt_locker,Peter Cattaneo,The Rocker,2008,Kathryn Bigelow,The Hurt Locker,2008 2009 2010,0
7395,tt1073498,epic_movie,"Jason Friedberg,Aaron Seltzer",Meet the Spartans,2008,"Aaron Seltzer,Jason Friedberg",Epic Movie,2006 2007 2008,0
7438,tt1085779,1208882-cove,Joe Dante,The Hole,2009,Louie Psihoyos,The Cove,2008 2009 2010,0
7447,tt1091191,the_last_survivors,Peter Berg,Lone Survivor,2013,"Tom Hammock,Thomas S. Hammock",The Last Survivors (The Well),2013 2014 2015,0
7463,tt1103153,1205971-camille,Robert Luketic,Killers,2010,Gregory Mackenzie,Camille,2008 2009 2010,0
7493,tt1125849,10011124-watch,Darren Aronofsky,The Wrestler,2008,Jim Donovan,The Watch,2007 2008 2009,0
7522,tt1131734,jennifers_body,Karyn Kusama,Jennifer's Body,2009,"M. David Mullen,Karyn Kusama",Jennifer's Body,2008 2009 2010,1
7546,tt1142988,beautiful_truth,Robert Luketic,The Ugly Truth,2009,Steve Kroschel,The Beautiful Truth,2007 2008 2009,0
7556,tt1145157,chaos_theory,Scott S. Anderson,The Jerk Theory,2009,Marcos Siega,Chaos Theory,2007 2008 2009,0
7571,tt1153543,cell_2,Brian Jun,The Coverup,2008,"Tim Iacofano,Tim Lacofano",The Cell 2,2007 2008 2009,0
7576,tt1155056,new_york_i_love_you,John Hamburg,"I Love You, Man",2009,"Faith Akin,Shunji Iwai,Yvan Attal,Natalie Portman,Allen Hughes,Fatih Akin,Shekhar Kapur,Joshua Marston,Jiang Wen,Brett Ratner,Randy Balsmeyer,Mira Nair,Randall Balsmeyer,Andrey Zvyagintsev","New York, I Love You",2008 2009 2010,0
7593,tt1170358,the_hobbit_an_unexpected_journey,Peter Jackson,The Hobbit: The Desolation of Smaug,2013,Peter Jackson,The Hobbit: An Unexpected Journey,2011 2012 2013,0
7597,tt1172991,1208882-cove,John Wells,The Company Men,2010,Louie Psihoyos,The Cove,2008 2009 2010,0
7604,tt1172994,better_the_devil,Ti West,The House of the Devil,2009,Greg Augustine,Better the Devil You Know,2008 2009 2010,0
7605,tt1172994,clash_of_the_titans_2010,Ti West,The House of the Devil,2009,Louis Leterrier,Clash of the Titans,2009 2010 2011,0
7606,tt1172994,house_of_the_devil,Ti West,The House of the Devil,2009,Ti West,The House of the Devil,2008 2009 2010,1
7617,tt1175709,where_the_wild_things_are,Andrew Jarecki,All Good Things,2010,Spike Jonze,Where the Wild Things Are,2008 2009 2010,0
7632,tt1182921,1198524-ninja_assassin,Isaac Florentine,Ninja,2009,James McTeigue,Ninja Assassin,2008 2009 2010,0
7637,tt1183921,fourth_kind,Lee Toland Krieger,The Vicious Kind,2009,Olatunde Osunsanmi,The Fourth Kind,2008 2009 2010,0
7671,tt1205558,hick_2012,Derick Martini,Hick,2011,Derick Martini,Hick,2011 2012 2013,1
7703,tt1214962,justice_2011,Roger Donaldson,Seeking Justice,2011,Roger Donaldson,Seeking Justice,2011 2012 2013,1
7758,tt1232207,transformers_revenge_of_the_fallen,Michael Moore,Capitalism: A Love Story,2009,Michael Bay,Transformers: Revenge of the Fallen,2008 2009 2010,0
7772,tt1235837,happily-never-after-2,"Steven E. Gordon,Boyd Kirkland",Happily N'Ever After 2,2009,"Boyd Kirkland,Steven E. Gordon",Happily N'Ever After 2: Snow White - Another Bite @ the Apple,2008 2009 2010,1
7792,tt1253864,immortals_2011,Tarsem Singh,Immortals,2011,"Tarsem Singh,Tarsem Singh Dhandwar",Immortals,2010 2011 2012,1
7804,tt1262416,dream_boy,Wes Craven,Scream 4,2011,James Bolton,Dream Boy,2009 2010 2011,0
7838,tt1279935,fright_night-2011,Shawn Levy,Date Night,2010,Craig Gillespie,Fright Night,2010 2011 2012,0
7885,tt1298649,jingle_all_the_way_2011,Akiva Schaffer,The Watch,2012,Chel White,Jingle All The Way,2010 2011 2012,0
7887,tt1298649,the-way-back,Akiva Schaffer,The Watch,2012,Peter Weir,The Way Back,2010 2011 2012,0
7890,tt1298649,the_waiting_room_2012,Akiva Schaffer,The Watch,2012,Peter Nicks,The Waiting Room,2011 2012 2013,0
7893,tt1298649,the_wolverine_2012,Akiva Schaffer,The Watch,2012,James Mangold,The Wolverine,2012 2013 2014,0
7897,tt1300854,iron_man_3,Shane Black,Iron Man 3,2013,Shane Black,Iron Man 3,2012 2013 2014,1
7917,tt1312237,cold_souls,Dana Schroeder,Lost Soul,2009,Sophie Barthes,Cold Souls,2008 2009 2010,0
7932,tt1320244,1205377-last_house_on_the_left,Daniel Stamm,The Last Exorcism,2010,Dennis Iliadis,The Last House on the Left,2008 2009 2010,0
7986,tt1337137,survival_of_the_dead,Oliver Stone,South of the Border,2009,George A. Romero,Survival of the Dead,2009 2010 2011,0
7991,tt1341341,ceremony_2010,Max Winkler,Ceremony,2010,Max Winkler,Ceremony,2010 2011 2012,1
8003,tt1355630,stay_2013,R.J. Cutler,If I Stay,2014,Wiebke von Carolsfeld,Stay,2013 2014 2015,0
8050,tt1390535,final_destination_final_death_trip_3D,Joey Stewart,The Final,2010,David R. Ellis,The Final Destination,2008 2009 2010,0
8061,tt1397514,mysterious_island_2011,Brad Peyton,Journey 2: The Mysterious Island,2012,Kai Cheung Chung,Mysterious Island,2010 2011 2012,0
8062,tt1398426,friday_20th_anniversary,F. Gary Gray,Straight Outta Compton,2015,F. Gary Gray,Friday 20th Anniversary,2014 2015 2016,0
8069,tt1399683,jennifers_body,Debra Granik,Winter's Bone,2010,"M. David Mullen,Karyn Kusama",Jennifer's Body,2008 2009 2010,0
8071,tt1401152,unknown_white_male,Jaume Collet-Serra,Unknown,2011,Jaume Collet-Serra,Unknown,2010 2011 2012,1
8081,tt1411250,riddick,David Twohy,Riddick,2013,David Twohy,Riddick,2012 2013 2014,1
8111,tt1436568,assassination_games,Ernie Barbarash,Assassination Games,2011,Ernie Barbarash,Assassination Games,2010 2011 2012,1
8155,tt1477076,saw3d,Kevin Greutert,Saw 3D: The Final Chapter,2010,Kevin Greutert,Saw 3D,2009 2010 2011,1
8232,tt1517489,machete,Robert Rodriguez,Spy Kids: All the Time in the World in 4D,2011,"Ethan Maniquis,Robert Rodriguez",Machete,2009 2010 2011,0
8243,tt1521877,south-of-the-border,"Maryam Henein,George Langworthy",Vanishing of the Bees,2009,Oliver Stone,South of the Border,2009 2010 2011,0
8271,tt1535970,the_lion_king,Matthew Chapman,The Ledge,2011,"Roger Allers,Rob Minkoff",The Lion King,2010 2011 2012,0
8275,tt1536044,paranormal_activity,Tod Williams,Paranormal Activity 2,2010,Oren Peli,Paranormal Activity,2008 2009 2010,0
8282,tt1537381,the_american_scream_2012,"Kurt Jacobsen,Warren Leming",American Road,2013,Michael Paul Stephenson,The American Scream,2011 2012 2013,0
8295,tt1549920,771402205,Jee-woon Kim,The Last Stand,2013,Rob Diamond,The Last Straw,2013 2014 2015,0
8313,tt1560747,the_three_musketeers_2011,Paul Thomas Anderson,The Master,2012,Paul W.S. Anderson,The Three Musketeers,2010 2011 2012,0
8320,tt1564058,aliens_in_the_attic,"Dean Hamer,Joe Wilson",Out in the Silence,2009,John Schultz,Aliens in the Attic,2008 2009 2010,0
8359,tt1582507,seeking_a_friend_for_the_end_of_the_world,Mark Tonderai,House at the End of the Street,2012,Lorene Scafaria,Seeking a Friend for the End of the World,2011 2012 2013,0
8389,tt1599348,safe_haven,Daniel Espinosa,Safe House,2012,Lasse Hallstrom,Safe Haven,2012 2013 2014,0
8395,tt1600196,the_33,Michal R. Roskam,The Drop,2014,Patricia Riggen,The 33,2014 2015 2016,0
8411,tt1601913,a_team,Joe Carnahan,The Grey,2011,Joe Carnahan,The A-Team,2009 2010 2011,0
8429,tt1605783,to_rome_with_love,Woody Allen,Midnight in Paris,2011,Woody Allen,To Rome with Love,2011 2012 2013,0
8446,tt1606389,the_victim_2011,Michael Sucsy,The Vow,2012,Michael Biehn,The Victim,2011 2012 2013,0
8447,tt1606389,the_vow_2012,Michael Sucsy,The Vow,2012,Michael Sucsy,The Vow,2011 2012 2013,1
8454,tt1613092,happy_2011,Roko Belic,Happy,2011,Roko Belic,Happy,2010 2011 2012,1
8467,tt1618442,the_last_witch_hunter,Breck Eisner,The Last Witch Hunter,2015,Breck Eisner,The Last Witch Hunter,2014 2015 2016,1
8473,tt1621039,a_free_bird,Jimmy Hayward,Free Birds,2013,Gregg Russell,A Free Bird,2013 2014 2015,0
8489,tt1631867,tomorrowland_2015,Doug Liman,Edge of Tomorrow,2014,Brad Bird,Tomorrowland,2014 2015 2016,0
8492,tt1632708,friends_with_kids,Will Gluck,Friends with Benefits,2011,Jennifer Westfeldt,Friends With Kids,2011 2012 2013,0
8499,tt1634300,paranormal_activity_2,Rob Williams,Role/Play,2010,Tod Williams,Paranormal Activity 2,2009 2010 2011,0
8536,tt1650043,diary_of_a_wimpy_kid_dog_days,David Bowers,Diary of a Wimpy Kid: Rodrick Rules,2011,David Bowers,Diary of a Wimpy Kid: Dog Days,2011 2012 2013,0
8580,tt1663708,killers_2010,Heather Hale,Absolute Killers,2011,Robert Luketic,Killers,2009 2010 2011,0
8585,tt1666801,d_train,Ari Sandel,The DUFF,2015,"Andrew Mogel,Jarrad Paul",The D Train,2014 2015 2016,0
8597,tt1666801,the_mend,Ari Sandel,The DUFF,2015,John Magary,The Mend,2014 2015 2016,0
8604,tt1667310,deadline_2012,Stefan Ruzowitzky,Deadfall,2012,Curt Hahn,Deadline,2011 2012 2013,0
8612,tt1674771,entourage,Doug Ellin,Entourage,2015,Doug Ellin,Entourage,2014 2015 2016,1
8617,tt1675759,the_drop,M. Blash,The Wait,2013,Michal R. Roskam,The Drop,2013 2014 2015,0
8639,tt1691917,planes,Klay Hall,Planes,2013,Klay Hall,Planes,2012 2013 2014,1
8647,tt1692928,the_sessions,Dereck Joubert,The Last Lions,2011,Ben Lewin,The Sessions,2011 2012 2013,0
8762,tt1756799,the_vow_2012,Douglas Aarniokoski,The Day,2011,Michael Sucsy,The Vow,2011 2012 2013,0
8777,tt1762399,walking_with_dinosaurs_3d,"Barry Cook,Neil Nightingale",Walking with Dinosaurs 3D,2013,"Neil Nightingale,Pierre De Lespinios,Barry Cook",Walking With Dinosaurs,2012 2013 2014,1
8816,tt1787837,somos_lo_que_hay,"David Weissman,Bill Weber",We Were Here,2011,"Jorge Michel Grau,Jorge Grau",We Are What We Are,2010 2011 2012,0
8821,tt1790864,the_martian,Wes Ball,The Maze Runner,2014,Ridley Scott,The Martian,2014 2015 2016,0
8836,tt1798684,southpaw_2015,Antoine Fuqua,Southpaw,2015,Antoine Fuqua,Southpaw,2014 2015 2016,1
8863,tt1815862,after_earth,M. Night Shyamalan,After Earth,2013,M. Night Shyamalan,After Earth,2012 2013 2014,1
8870,tt1821658,the_nut_job,Peter Lepeniotis,The Nut Job,2014,Peter Lepeniotis,The Nut Job,2013 2014 2015,1
8873,tt1824254,smash_and_grab_2012,Alex Gibney,We Steal Secrets: The Story of WikiLeaks,2013,Havana Marking,Smash & Grab: The Story of the Pink Panthers,2012 2013 2014,0
8909,tt1852028,minds_in_the_water_2011,Justin Krumb,Minds in the Water,2011,Justin Krumb,Minds In The Water,2011 2012 2013,1
8913,tt1855199,end_of_watch,David Ayer,End of Watch,2012,David Ayer,End of Watch,2011 2012 2013,1
8923,tt1860300,paranormal_activity_2,C.J. Goodman,Paranormal Parody,2011,Tod Williams,Paranormal Activity 2,2009 2010 2011,0
8933,tt1869716,the_drop,Zal Batmanglij,The East,2013,Michal R. Roskam,The Drop,2013 2014 2015,0
8963,tt1905041,fast_and_furious_6,Justin Lin,Furious 6,2013,Justin Lin,Fast & Furious 6,2012 2013 2014,0
8986,tt1915581,side_effects_2013,Steven Soderbergh,Magic Mike,2012,Steven Soderbergh,Side Effects,2012 2013 2014,0
8988,tt1922748,the_dictator_2012,Curtis Graham,The Investigator,2013,Larry Charles,The Dictator,2011 2012 2013,0
9016,tt1951265,the_hunger_games_catching_fire,Francis Lawrence,The Hunger Games: Mockingjay - Part 1,2014,Francis Lawrence,The Hunger Games: Catching Fire,2012 2013 2014,0
9018,tt1951265,the_hunger_games_mockingjay_part_2_the_imax_experience,Francis Lawrence,The Hunger Games: Mockingjay - Part 1,2014,Francis Lawrence,The Hunger Games: Mockingjay - Part 2 The IMAX Experience,2014 2015 2016,0
9021,tt1954811,see_girl_run_2012,Nate Meyer,See Girl Run,2012,Nate Meyer,See Girl Run,2012 2013 2014,1
9040,tt1972571,life_2014,Anton Corbijn,A Most Wanted Man,2014,Anton Corbijn,Life,2014 2015 2016,0
9066,tt1980209,the_vow_2012,Michael Bay,Pain & Gain,2013,Michael Sucsy,The Vow,2011 2012 2013,0
9077,tt1985966,cloudy_with_a_chance_of_meatballs_2_2013,"Cody Cameron,Kris Pearn",Cloudy with a Chance of Meatballs 2,2013,"Kris Pearn,Cody Cameron",Cloudy with a Chance of Meatballs 2,2012 2013 2014,1
9086,tt2005185,concrete_blondes_2012,Nicholas Kalikow,Concrete Blondes,2013,Nicholas Kalikow,Concrete Blondes,2012 2013 2014,1
9097,tt2006295,the_duff,Patricia Riggen,The 33,2015,Ari Sandel,The DUFF,2014 2015 2016,0
9111,tt2006295,the_walk_2015,Patricia Riggen,The 33,2015,Robert Zemeckis,The Walk,2014 2015 2016,0
9132,tt2017486,rob_the_mob,Nae Caranfil,Closer to the Moon,2014,Raymond De Felitta,Rob the Mob,2013 2014 2015,0
9143,tt2025690,the_finest_hours_an_imax_3d_experience,Craig Gillespie,The Finest Hours,2015,Craig Gillespie,The Finest Hours: An IMAX 3D Experience,2015 2016 2017,1
9144,tt2025690,the_forest_2016,Craig Gillespie,The Finest Hours,2015,Jason Zada,The Forest,2015 2016 2017,0
9145,tt2025690,the_grand_budapest_hotel,Craig Gillespie,The Finest Hours,2015,Wes Anderson,The Grand Budapest Hotel,2013 2014 2015,0
9174,tt2053463,side_effects_2013,Steven Soderbergh,Side Effects,2013,Steven Soderbergh,Side Effects,2012 2013 2014,1
9186,tt2071550,crave_2013,Gonzalo Lpez-Gallego,Open Grave,2013,Charles de Lauzirika,Crave,2012 2013 2014,0
9190,tt2071628,the-revenant,Peng Zhang Li,The Resistance,2011,D. Kerry Prior,The Revenant,2011 2012 2013,0
9218,tt2095742,paranormal_activity_2,Matthew Bolton,Paranormal Incident,2011,Tod Williams,Paranormal Activity 2,2009 2010 2011,0
9220,tt2095742,paranormal_activity_4_2012,Matthew Bolton,Paranormal Incident,2011,"Ariel Schulman,Henry Joost",Paranormal Activity 4,2011 2012 2013,0
9235,tt2101441,hope_springs_2012,Harmony Korine,Spring Breakers,2012,David Frankel,Hope Springs,2011 2012 2013,0
9261,tt2118624,the_danish_girl_2015,Todd Strauss-Schulson,The Final Girls,2015,Tom Hooper,The Danish Girl,2014 2015 2016,0
9321,tt2171902,happy_valley_2014,Amir Bar-Lev,Happy Valley,2014,"Amir Bar-Lev,Brian DePalma",Happy Valley,2013 2014 2015,1
9338,tt2180411,maps_to_the_stars,Rob Marshall,Into the Woods,2014,David Cronenberg,Maps to the Stars,2014 2015 2016,0
9343,tt2183056,gate-to-heaven,Todd Lincoln,Leave Luck to Heaven,2002,Veit Helmer,Gate to Heaven,2002 2003 2004,0
9347,tt2184339,the_purge_anarchy_2014,James DeMonaco,The Purge,2013,James DeMonaco,The Purge: Anarchy,2013 2014 2015,0
9410,tt2231251,secret_of_the_wings,John Ward,Heart of the Country,2013,"Bobs Gannaway,Peggy Holmes,Robert Gannaway",Secret of the Wings,2011 2012 2013,0
9412,tt2231253,heat_2013,Simon West,Wild Card,2015,Simon West,Wild Card,2014 2015 2016,1
9422,tt2235779,the_one_i_love,John Pogue,The Quiet Ones,2014,Charlie McDowell,The One I Love,2013 2014 2015,0
9447,tt2243537,safe_house_2012,Michael Tiddes,A Haunted House,2013,Daniel Espinosa,Safe House,2011 2012 2013,0
9459,tt2262227,the_book_of_life_2014,Jorge R. Gutirrez,The Book of Life,2014,Jorge R. Gutierrez,The Book of Life,2013 2014 2015,1
9479,tt2272350,the_beaver_2010,Jeremy Gardner,The Battery,2012,Jodie Foster,The Beaver,2010 2011 2012,0
9480,tt2272350,the_master_2011,Jeremy Gardner,The Battery,2012,Paul Thomas Anderson,The Master,2011 2012 2013,0
9490,tt2275471,pitch_perfect,Kees Van Oostrum,A Perfect Man,2013,Jason Moore,Pitch Perfect,2011 2012 2013,0
9501,tt2281159,contracted,Eric England,Contracted,2013,Eric England,Contracted,2012 2013 2014,1
9515,tt2294677,in_a_world_2013,Lake Bell,In a World...,2013,Lake Bell,In a World...,2012 2013 2014,1
9531,tt2306783,the_family_tree,Jon Garcia,The Falls,2012,Vivi Friedman,The Family Tree,2010 2011 2012,0
9537,tt2309260,the_falling_2014,"Travis Cluff,Chris Lofing",The Gallows,2015,Carol Morley,The Falling,2014 2015 2016,0
9563,tt2314824,behaving_badly_2014,Tim Garrick,Behaving Badly,2014,Tim Garrick,Behaving Badly,2013 2014 2015,1
9575,tt2322482,if_you_build_it,Patrick Creadon,If You Build It,2013,Patrick Creadon,If You Build It,2013 2014 2015,1
9606,tt2347497,shark_night_3d,Steven C. Miller,Silent Night,2012,David R. Ellis,Shark Night 3D,2010 2011 2012,0
9657,tt2380342,escape_plan,Dennis Devine,Fat Planet,2013,Mikael Hfstrm,Escape Plan,2012 2013 2014,0
9709,tt2403029,video_games_the_movie,"Jason Friedberg,Aaron Seltzer",The Starving Games,2013,Jeremy Snead,Video Games: The Movie,2013 2014 2015,0
9721,tt2415458,the_wonders_2015,Crystal Moselle,The Wolfpack,2015,Alice Rohrwacher,The Wonders,2014 2015 2016,0
9724,tt2420166,how_to_change_the_world,David Burris,The World Made Straight,2015,Jerry Rothwell,How To Change The World,2014 2015 2016,0
9741,tt2435514,771357233,Jeremy Berg,The Invoking,2013,Ralph Fiennes,The Invisible Woman,2012 2013 2014,0
9774,tt2443822,the_walk_2015,Craig William Macneill,The Boy,2015,Robert Zemeckis,The Walk,2014 2015 2016,0
9777,tt2450186,vhs,"Simon Barrett,Jason Eisener",V/H/S/2,2013,"Adam Wingard,David Brckner,Glenn McQuaid,Joe Swanberg,Ti West,Radio Silence",V/H/S,2011 2012 2013,0
9808,tt2488778,cake_2015,Daniel Barber,The Keeping Room,2014,Daniel Barnz,Cake,2014 2015 2016,0
9869,tt2543336,the_host_2013,John McNaughton,The Harvest,2013,Andrew Niccol,The Host,2012 2013 2014,0
9887,tt2549138,little_birds,Theo Love,Little Hope Was Arson,2013,Elgin James,Little Birds,2011 2012 2013,0
9914,tt2578608,christmas_belle,Jason Hull,Krampus: The Christmas Devil,2013,Joany Kane,Christmas Belle,2012 2013 2014,0
9924,tt2582846,the_fault_in_our_stars,Josh Boone,The Fault in Our Stars,2014,Josh Boone,The Fault In Our Stars,2013 2014 2015,1
9946,tt2634658,dont_look_back_2014,Morgan Spurlock,You Don't Know Jack,2013,William Dickerson,Don't Look Back,2013 2014 2015,0
9990,tt2690634,the_boy_2015,Carlos Rincones,The Bad Guys,2015,"Craig Macneill,Craig William Macneill",The Boy,2014 2015 2016,0
9996,tt2692904,locke,Steven Knight,Locke,2013,Steven Knight,Locke,2013 2014 2015,1
10023,tt2755016,the_motivation_2013,Adam Bhala Lough,The Motivation,2013,Adam Bhala Lough,The Motivation,2012 2013 2014,1
10025,tt2756032,shes_the_one_2013,Charlie McDowell,The One I Love,2014,Mae Czarina Cruz,She's The One,2012 2013 2014,0
10030,tt2756032,the_quiet_ones_2013,Charlie McDowell,The One I Love,2014,John Pogue,The Quiet Ones,2013 2014 2015,0
10045,tt2782232,the_abcs_of_death,Billy 'Bloody Bill' Pon,Circus of the Dead,2014,"Christopher Smith,Angela Bettis,Gadi Harel,Simon Rumley,Bruno Forzani,Kaare Andrews,Jason Eisener,Ernesto Daz Espinoza,Xavier Gens,Noboru Iguchi,Thomas Malling Cappelen,Jorge Michel Grau,Anders Morgenthaler,Yoshihiro Nishimura,Hlne Cattet,Banjong Pisanthanakun,Marcel Sarmiento,Tak Sakaguchi,Adrian Garca Bogliano,Jon Schnepp,Srdjan Spasojevic,Timo Tjahjanto,Andrew Traucki,Nacho Vigalondo,Jake West,Ti West,Ben Wheatley,Adam Wingard,Yudai Yamaguchi,Lee Hardcastle,Simon Barrette,Simon Barrett",The ABCs of Death,2012 2013 2014,0
10052,tt2788710,the_intern,"Evan Goldberg,Seth Rogen",The Interview,2014,Nancy Meyers,The Intern,2014 2015 2016,0
10119,tt2870648,amy_2015,Asif Kapadia,Amy,2015,Asif Kapadia,Amy,2014 2015 2016,1
10147,tt2901516,a_horse_story,Nancy Criss,A Horse for Summer,2015,John Rogers (XVIII),A Horse Story,2014 2015 2016,0
10166,tt2926810,abcs_of_death_2,"Rodney Ascher,Julian Barratt",The ABCs of Death 2,2014,"Ahron Keshales,Various,Navot Papushado,Bill Plympton,Chris Nash,Dennison Ramalho,Erik Matti,Evan Katz,Hajime Ohata,Jen Soska,Sylvia Soska,Jerome Sable,Jim Hosking,Juan Martnez Moreno,Julian Barratt,Julian Gilbey,Alexandre Bustillo,Julien Maury,Kristina Buozyte,Bruno Samper,Alejandro Brugus,Lancelot Oduwa Imasuen,Larry Fessenden,Marvin Kren,Rob Boocheck,Robert Morgan,Rodney Ascher,Sichi Umezawa,Steven Kostanski,Todd Rohal,Vincenzo Natali",ABCs of Death 2,2013 2014 2015,1
10181,tt2946762,god_bless_the_child_2015,"Robert Machoian,Rodrigo Ojeda-Beck",God Bless the Child,2015,"Robert Machoian,Rodrigo Ojeda-Beck",God Bless The Child,2014 2015 2016,1
10192,tt2955096,krampus_the_christmas_devil,Joe Swanberg,Happy Christmas,2014,Jason Hull,Krampus: The Christmas Devil,2012 2013 2014,0
10202,tt2965446,sex_tape_2014,Ramone Menon,The Black Tape,2014,Jake Kasdan,Sex Tape,2013 2014 2015,0
10232,tt2980592,the_guest_house_2012,Adam Wingard,The Guest,2014,Michael Baumgarten,The Guest House,2012 2013 2014,0
10250,tt3003470,happy_christmas,John Lyde,Christmas for a Dollar,2013,Joe Swanberg,Happy Christmas,2013 2014 2015,0
10268,tt3040412,battle_of_the_year,Kevan Otto,In the Name of God,2013,Benson Lee,Battle of the Year,2012 2013 2014,0
10279,tt3057836,documented,"Jose Antonio Vargas,Ann Raffaela Lupo",Documented,2013,"Jose Antonio Vargas,Ann Raffaela Lupo",Documented,2013 2014 2015,1
10301,tt3081268,reaper_2015,Wen-Han Shih,Reaper,2014,Wen-Han Shih,Reaper,2014 2015 2016,1
10320,tt3125220,little_white_lie,Sara Colangelo,Little Accidents,2014,"James Adolphus,Lacey Schwartz",Little White Lie,2013 2014 2015,0
10350,tt3165236,god_the_father,Matthew Douglas Grzeszak,Beyond the Dark,2014,Simon Fellows,God the Father,2013 2014 2015,0
10351,tt3165236,snow_girl_and_the_dark_crystal,Matthew Douglas Grzeszak,Beyond the Dark,2014,"Tian Yu Zhao,Peter Pau,Zhao Tianyu",Snow Girl and the Dark Crystal,2014 2015 2016,0
10408,tt3214068,771430823,Justin Suttles,The Owl,2014,David Yarovesky,The Hive,2014 2015 2016,0
10428,tt3214068,the_visit_2015,Justin Suttles,The Owl,2014,M. Night Shyamalan,The Visit,2014 2015 2016,0
10444,tt3235888,it_follows,David Robert Mitchell,It Follows,2014,David Robert Mitchell,It Follows,2014 2015 2016,1
10499,tt3297330,good_kill,Andrew Niccol,Good Kill,2014,Andrew Niccol,Good Kill,2014 2015 2016,1
10509,tt3307800,the_east_2013,Sean Olson,The Dog Who Saved Easter,2014,Zal Batmanglij,The East,2012 2013 2014,0
10516,tt3312160,the_stranger_2015,Jeff Sun,The Shades,2015,Guillermo Amoedo,The Stranger,2014 2015 2016,0
10521,tt3316948,american_ultra,Nima Nourizadeh,American Ultra,2015,Nima Nourizadeh,American Ultra,2014 2015 2016,1
10546,tt3346224,zipper,Mora Stephens,Zipper,2015,"Rachel Davis,Mora Stephens",Zipper,2014 2015 2016,1
10588,tt3442006,the_keeping_room,Daniel Barnz,Cake,2014,Daniel Barber,The Keeping Room,2014 2015 2016,0
10597,tt3467412,racing_extinction,Miguel ngel Vivas,Extinction,2015,Louie Psihoyos,Racing Extinction,2014 2015 2016,0
10603,tt3479316,molly_moon_the_incredible_hypnotist,Christopher Leone,Parallels,2015,Christopher N. Rowley,Molly Moon and the Incredible Book of Hypnotism,2014 2015 2016,0
10642,tt3500888,stand_up_guys,"Rebecca Chaiklin,Fisher Stevens",Another World,2014,Fisher Stevens,Stand Up Guys,2012 2013 2014,0
10656,tt3517044,the_walk_2015,Jason Lew,The Free World,2016,Robert Zemeckis,The Walk,2014 2015 2016,0
10667,tt3532976,the-croods,Nikita Zubarev,The Current,2014,"Chris Sanders,Chris Sanders (III),Kirk De Micco",The Croods,2012 2013 2014,0
10677,tt3543918,now_you_see_me_the_second_act,Daniel Anghelcev,The Second Coming of Christ,2016,Jon M. Chu,Now You See Me: The Second Act,2015 2016 2017,0
10679,tt3546802,roger_waters_the_wall,James Tucker,Within These Walls,2015,"Roger Waters the Wall,Roger Waters,Sean Evans",Roger Waters The Wall,2014 2015 2016,0
10701,tt3567288,the_visit_2015,M. Night Shyamalan,The Visit,2015,M. Night Shyamalan,The Visit,2014 2015 2016,1
10703,tt3569374,the_night_before_2015,Sarah Adina Smith,The Midnight Swim,2014,Jonathan Levine,The Night Before,2014 2015 2016,0
10744,tt3630104,the_unspeakable_act_2012,Kevin Tancharoen,The Gable 5,2014,Dan Sallitt,The Unspeakable Act,2012 2013 2014,0
10786,tt3698558,some_kind_of_hate,Adam Egypt Mortimer,Some Kind of Hate,2015,Adam Egypt Mortimer,Some Kind of Hate,2014 2015 2016,1
10800,tt3707114,every_secret_thing,Amy Berg,Janis: Little Girl Blue,2015,Amy Berg,Every Secret Thing,2014 2015 2016,0
10833,tt3722420,the_stranger_2015,Rob Diamond,The Last Straw,2014,Guillermo Amoedo,The Stranger,2014 2015 2016,0
10868,tt3774466,spare_parts_2015,Tony McNamara,Ashby,2015,Sean McNamara,Spare Parts,2014 2015 2016,0
10906,tt3859076,tabloid_truth,James Vanderbilt,Truth,2015,"Kwang-shik Kim,Kim Kwang-sik-I",Tabloid Truth,2013 2014 2015,0
10908,tt3859304,the_33,Bryan Buckley,The Bronze,2015,Patricia Riggen,The 33,2014 2015 2016,0
10924,tt3896198,guardians_of_the_galaxy_2,James Gunn,Guardians of the Galaxy Vol. 2,2017,James Gunn,Guardians of the Galaxy 2,2016 2017 2018,1
10971,tt4028134,transformers_age_of_extinction,Michael Crum,Cypress Creek,2014,Michael Bay,Transformers: Age of Extinction,2013 2014 2015,0
