#key=_id,,,,,,,,,
#rtable=POINTER,,,,,,,,,
#foreign_key_ltable=ltable._id,,,,,,,,,
#foreign_key_rtable=rtable._id,,,,,,,,,
#ltable=POINTER,,,,,,,,,
_id,ltable._id,rtable._id,ltable.NAME,ltable.PHONENUMBER,ltable.ADDRESS,rtable.NAME,rtable.PHONENUMBER,rtable.ADDRESS,gold
61235,2193,3550,Quivey's Grove,(608) 273-4900,"6261 Nesbitt Rd, Fitchburg, WI",Nina O.'s review of Ten Pin Alle,(608) 845-1010,"6285 Nesbitt Rd, Fitchburg, WI 53719",0
61447,2204,1889,Ramen Hayatemaru,(310) 212-0055,"11678 W Olympic Blvd, Los Angeles, CA",Gam Ja Gol,(213) 381-6446,"3003 W Olympic Blvd, Los Angeles, CA 90006",0
61781,2204,5839,Ramen Hayatemaru,(310) 212-0055,"11678 W Olympic Blvd, Los Angeles, CA",Yu Chun Chic Naeng Myun,(213) 382-3815,"3185 W Olympic Blvd, Los Angeles, CA 90006",0
61790,2206,4172,Ramen Takeya,(312) 666-7710,"819 W. Fulton Market, Chicago, IL",Ramen Takeya,(312) 666-7710,"819 W Fulton Market, Chicago, IL 60607",1
63303,2253,3319,Rin's,(415) 821-4776,"4301 24th Street, San Francisco, CA",Minas Brazilian Restaurant & Cachaaria,(415) 626-8727,"41 Franklin Street, San Francisco, CA 94102",0
63328,2256,1593,Rio Grande,(608) 877-0160,"524 W Main St, Stoughton, WI",El Rio Grande,(608) 877-0160,"524 W Main St, Stoughton, WI 53589",1
63329,2256,1618,Rio Grande,(608) 877-0160,"524 W Main St, Stoughton, WI",Elsings 2nd Hand Shop,(608) 873-8997,"421 E Main St, Stoughton, WI 53589",0
63434,2258,3468,Rising Sons,(608) 661-4334,"617 State St, Madison, WI",Naf Naf Grill,(608) 256-0071,"555 State St, Madison, WI 53703",0
63604,2264,5535,Roam Artisan Burgers,(415) 440-7626,"1785 Union Street, San Francisco, CA",Umami Burger,(415) 440-8626,"2184 Union St, San Francisco, CA 94123",0
63613,2266,129,Roast Public House,(608) 260-0088,"529 State St, Madison, WI",Alan Koa Salon & Spa,(608) 284-1956,"202 State St, Madison, WI 53703",0
63619,2266,985,Roast Public House,(608) 260-0088,"529 State St, Madison, WI",Casa de Lara,(608) 251-7200,"341 State St, Madison, WI 53703",0
64179,2273,3684,Roka Akor,(312) 477-7652,"456 N. Clark Street, Chicago, IL",Ora,(773) 506-2978,"5143 N Clark St, Chicago, IL 60640",0
64222,2275,1036,Rolling Pin Bake Shop,(608) 270-9611,"2935 S Fish Hatchery Rd, Fitchburg, WI",Chang Jiang,(608) 288-1888,"2935 S Fish Hatchery Rd, Fitchburg, WI 53711",0
64244,2281,1026,Rosamunde Sausage Grill,(415) 437-6851,"545 Haight Street, San Francisco, CA",Cha Cha Cha,(415) 386-7670,"1801 Haight St, San Francisco, CA 94117",0
64481,2288,89,Rosie's Main Tap Incorporated,(608) 835-3330,"121 S Main St, Oregon, WI",Aces Main Tap,(608) 835-3330,"121 S Main St, Oregon, WI 53575",1
64491,2288,3322,Rosie's Main Tap Incorporated,(608) 835-3330,"121 S Main St, Oregon, WI",Ming Moon,(608) 835-2163,"787 N Main St, Oregon, WI 53575",0
64600,2296,4346,RP Adler's Pub & Grill,(608) 828-1250,"8202 Watts Rd, Madison, WI",RP Adlers,(608) 828-1250,"8202 Watts Rd, Madison, WI 53719",1
64612,2299,4349,Ruay Thai Restaurant,(212) 545-7829,"625 Second Avenue, New York, NY, NY",Ruay Thai,(212) 545-7829,"625 2nd Ave, New York, NY 10016",1
64812,2305,4132,Ruth's Chris Steak House,(608) 828-7884,"2137 Deming Way, Middleton, WI",Quaker Steak & Lube,(608) 831-5823,"2259 Deming Way, Middleton, WI 53562",0
64815,2305,5732,Ruth's Chris Steak House,(608) 828-7884,"2137 Deming Way, Middleton, WI",Which Wich,(608) 836-9424,"2177 Deming Way, Middleton, WI 53562",0
64822,2307,613,Sa Bai Thong,(608) 238-3100,"2840 University Ave, Madison, WI",BJs Kolaches,(715) 340-6267,"975 University Ave, Madison, WI 53706",0
65271,2318,4390,Saigon Sandwich,(415) 474-5698,"560 Larkin Street, San Francisco, CA",Saigon Sandwich,(415) 474-5698,"560 Larkin St, San Francisco, CA 94102",1
65710,2333,423,Samba Grill Cafe,(213) 749-0260,"735 E 12th St, Los Angeles, CA",BAR Ama,(213) 687-8002,"118 W 4th St, Los Angeles, CA 90013",0
65891,2333,4825,Samba Grill Cafe,(213) 749-0260,"735 E 12th St, Los Angeles, CA",Sun Nong Dan,(213) 365-0303,"3470 W 6th St, Los Angeles, CA 90020",0
65945,2333,5826,Samba Grill Cafe,(213) 749-0260,"735 E 12th St, Los Angeles, CA",Yang San Bak,(213) 365-9689,"3601 W 6th St, Los Angeles, CA 90020",0
66082,2348,4254,Sardine,(608) 441-1600,"617 Williamson St, Madison, WI",Ricks Olde Gold,(608) 257-7280,"1314 Williamson St Frnt, Madison, WI 53703",0
66086,2348,4407,Sardine,(608) 441-1600,"617 Williamson St, Madison, WI",Sali C.'s review of Lao Laan,(608) 280-0104,"1146 Williamson St, Madison, WI 53703",0
66087,2348,4456,Sardine,(608) 441-1600,"617 Williamson St, Madison, WI",Sardine,(608) 441-1600,"617 Williamson St, Madison, WI 53703",1
66132,2351,4458,Sarku Japan,(608) 833-8808,"111 W Towne Mall, Madison, WI",Sarku Japan,(608) 833-8808,"111 W Towne Mall, Madison, WI 53719",1
66133,2351,4459,Sarku Japan,(608) 833-8808,"111 W Towne Mall, Madison, WI",Sarku Japan,(608) 836-0818,"108 W Towne Mall, Madison, WI 53719",0
66420,2375,2390,Semiramis,(773) 279-8900,"4639 N. Kedzie Avenue, Chicago, IL",J J Fish,(773) 533-1995,"816 N Kedzie Ave, Chicago, IL 60651",0
66723,2385,4533,Shallots Bistro,(847) 677-3463,"7016 Carpenter Road, Skokie, IL",Shallots Bistro,(847) 677-3463,"7016 Carpenter Rd, Skokie, IL 60076",1
66849,2402,3591,Silly Yak Bakery,(608) 833-5965,"7866 Mineral Point Road, Madison, WI",North and South Seafood & Smokehouse,(608) 829-0093,"6604 Mineral Point Rd, Madison, WI 53705",0
67182,2412,129,Slide Food Cart,(608) 630-4824,"711 State St, Madison, WI",Alan Koa Salon & Spa,(608) 284-1956,"202 State St, Madison, WI 53703",0
67647,2432,340,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",Au Lac DTLA,(213) 617-2533,"710 W 1st St, Los Angeles, CA 90012",0
67654,2432,450,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",Barrel Down,(213) 232-8657,"525 W 7th St, Los Angeles, CA 90014",0
67691,2432,1160,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",Chunju Han,(213) 480-1799,"3450 W 6th St, Los Angeles, CA 90020",0
67700,2432,1378,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",Dan Sung Sa,(213) 487-9100,"3317 W 6th St, Los Angeles, CA 90020",0
67712,2432,1561,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",El Carmen,(323) 852-1552,"8138 W 3rd St, Los Angeles, CA 90048",0
67747,2432,2118,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",Han Bat Sul Lung Tang,(213) 383-9499,"4163 W 5th St, Los Angeles, CA 90020",0
67778,2432,2554,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",Jun Won Restaurant,(213) 383-8855,"3100 W 8th St, Los Angeles, CA 90005",0
67904,2432,4581,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",Sixth St Tavern,(213) 614-1900,"630 W 6th St, Los Angeles, CA 90017",0
67990,2432,5793,Son of a Gun Restaurant,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA",Wood Spoon,(213) 629-1765,"107 W 9th St, Los Angeles, CA 90015",0
68093,2438,4654,Sotto Mare,(415) 398-3181,"552 Green Street, San Francisco, CA",Sotto Mare,(415) 398-3181,"552 Green St, San Francisco, CA 94133",1
68731,2463,618,Spur Tree Lounge,(212) 477-9977,"74 Orchard Street, New York, NY",Black Tree,(212) 533-4684,"131 Orchard St, New York, NY 10002",0
68749,2465,1197,St. Mary's Pub,(415) 529-1325,"3845 Mission Street, San Francisco, CA",Club Puertorriqueno De San Francisco,(415) 920-9606,"3249 Mission St, San Francisco, CA 94110",0
68841,2466,3913,St. Vincent,(415) 285-1200,"1270 Valencia Street, San Francisco, CA",Pica Pica Arepa Kitchen,(415) 400-5453,"401 Valencia St, San Francisco, CA 94103",0
69001,2486,985,State Street Brats,(608) 255-5544,"603 State St, Madison, WI",Casa de Lara,(608) 251-7200,"341 State St, Madison, WI 53703",0
69014,2486,1819,State Street Brats,(608) 255-5544,"603 State St, Madison, WI",Four Star Video Cooperative,(608) 255-1994,"449 State St, Madison, WI 53703",0
69087,2486,5509,State Street Brats,(608) 255-5544,"603 State St, Madison, WI",Tutto Pasta State Street,(608) 960-9980,"305 State St, Madison, WI 53703",0
69119,2488,4740,Steak Escape,(608) 833-9771,"118 W Towne Mall, Madison, WI",Steak Escape,(608) 833-9771,"118 W Towne Mall, Madison, WI 53719",1
69365,2499,2691,Stout Restaurant & Bar,(212) 629-6191,"133 W 33rd Street, New York, NY",Kopi Kopi NYC,(212) 777-7285,"68 W 3rd St, New York, NY 10012",0
69474,2504,1482,Subway,(608) 441-6887,"2850 University Ave, Madison, WI",Don the Car Care Man,(608) 467-0602,"2008 University Ave, Madison, WI 53726",0
69479,2504,2035,Subway,(608) 441-6887,"2850 University Ave, Madison, WI",Great Harvest Bread Company,(608) 284-9309,"3258 University Ave, Madison, WI 53705",0
69509,2504,4790,Subway,(608) 441-6887,"2850 University Ave, Madison, WI",Subway,(608) 441-6887,"2850 University Ave, Madison, WI 53705",1
70389,2531,2809,Supply House,(646) 861-3585,"1647 2nd Avenue, New York, NY",Lan Larb,(212) 889-1769,"637 2nd Ave, New York, NY 10016",0
70435,2535,2250,Sushi Boat,(415) 781-5111,"389 Geary Street, San Francisco, CA",Hong Kong Lounge II,(415) 668-8802,"3300 Geary Blvd, San Francisco, CA 94118",0
70454,2535,4427,Sushi Boat,(415) 781-5111,"389 Geary Street, San Francisco, CA",San Dong Best,(415) 668-5888,"3741 Geary Blvd, San Francisco, CA 94118",0
70968,2538,1482,Sushi Express,(608) 467-9688,"610 University Ave, Madison, WI",Don the Car Care Man,(608) 467-0602,"2008 University Ave, Madison, WI 53726",0
70973,2538,2035,Sushi Express,(608) 467-9688,"610 University Ave, Madison, WI",Great Harvest Bread Company,(608) 284-9309,"3258 University Ave, Madison, WI 53705",0
71207,2540,4636,Sushi Komasa,(213) 680-1792,"351 E 2nd St, Los Angeles, CA",Son of a Gun,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA 90048",0
72167,2548,1038,Suwanasak Thai Cuisine,(608) 270-4440,"811 S. Gammon Rd., Madison, WI",Chang Jiang,(608) 278-1818,"646 S Gammon Rd, Madison, WI 53719",0
72168,2548,1040,Suwanasak Thai Cuisine,(608) 270-4440,"811 S. Gammon Rd., Madison, WI",Chang Jiang Chinese Restaurant,(608) 278-1818,"646 S Gammon Rd, Madison, WI 53719",0
72236,2550,4878,Swagat Restaurant,(608) 836-9399,"707 N High Point Rd, Madison, WI",Swagat,(800) 601-7491,"707 N High Point Rd, Madison, WI 53717",1
72237,2550,4879,Swagat Restaurant,(608) 836-9399,"707 N High Point Rd, Madison, WI",Swagat Indian Restaurant,(608) 836-9399,"707 N Highpoint Rd, Madison, WI 53717",1
72328,2555,4890,Sweet Maple,(415) 655-9169,"2101 Sutter Street, San Francisco, CA",Sweet Maple,(415) 655-9169,"2101 Sutter St, San Francisco, CA 94115",1
72329,2555,4891,Sweet Maple,(415) 655-9169,"2101 Sutter Street, San Francisco, CA",Sweet Maple,(415) 655-9169,"2101 Sutter St, San Francisco, CA 94115",1
72675,2577,1614,Taco Bell,(608) 249-7312,"4120 E Washington Ave, Madison, WI",Ellas Deli,(608) 241-5291,"2902 E Washington Ave, Madison, WI 53704",0
72772,2584,5625,Taco in a Bag,(773) 954-2114,"4703 N. Lincoln Avenue, Chicago, IL",Via Lima,(773) 348-4900,"4024 N Lincoln Ave, Chicago, IL 60618",0
73491,2621,4056,Taqueria Los Comales,(773) 276-0627,"2148 N. Milwaukee Avenue, Chicago, IL",Pot Pan,(773) 862-6990,"1362 N Milwaukee Ave, Chicago, IL 60642",0
73790,2649,129,Teddywedgers,(608) 230-5360,"101 State St, Madison, WI",Alan Koa Salon & Spa,(608) 284-1956,"202 State St, Madison, WI 53703",0
73846,2649,3468,Teddywedgers,(608) 230-5360,"101 State St, Madison, WI",Naf Naf Grill,(608) 256-0071,"555 State St, Madison, WI 53703",0
73858,2649,3945,Teddywedgers,(608) 230-5360,"101 State St, Madison, WI",Pita Pit,(608) 819-6722,"449 State St, Madison, WI 53703",0
73905,2651,3933,Tehuitzingo,(212) 397-5956,"695 10th Avenue, New York, NY",Pio Pio,(212) 459-2929,"604 10th Ave, New York, NY 10036",0
73944,2656,1036,Teriyaki Sushi Express,(608) 271-4000,"3044 Fish Hatchery Rd, Fitchburg, WI",Chang Jiang,(608) 288-1888,"2935 S Fish Hatchery Rd, Fitchburg, WI 53711",0
73949,2656,5020,Teriyaki Sushi Express,(608) 271-4000,"3044 Fish Hatchery Rd, Fitchburg, WI",Teriyaki Sushi Express,(608) 271-4000,"3044 Fish Hatchery Rd, Fitchburg, WI 53713",1
74557,2667,5033,Thai Noodles,(608) 270-9527,"5957 Mckee Rd, Fitchburg, WI",Thai Noodles,(608) 270-9527,"5957 Mckee Rd, Fitchburg, WI 53719",1
75270,2679,499,The Briks,(213) 746-7766,"1111 S Hope St, Los Angeles, CA",Beau Ideal House of Beauty,(323) 369-6904,"714 S Los Angeles St, Los Angeles, CA 90014",0
75599,2680,797,The Buena Vista,(415) 474-5044,"2765 Hyde Street, San Francisco, CA",Buena Vista Cafe,(415) 474-5044,"2765 Hyde St, San Francisco, CA 94109",1
75866,2693,499,The Counter,(213) 228-7800,"725 W 7th St, Los Angeles, CA",Beau Ideal House of Beauty,(323) 369-6904,"714 S Los Angeles St, Los Angeles, CA 90014",0
76124,2693,4679,The Counter,(213) 228-7800,"725 W 7th St, Los Angeles, CA",Spear Steak & Seafood House,(213) 688-3000,"800 W 6th St, Los Angeles, CA 90017",0
76268,2697,4531,The Cricketers Arms,(212) 619-5550,"57 Murray Street, New York, NY",Shake Shack,(646) 545-4600,"215 Murray St, New York, NY 10282",0
76773,2703,4636,The Edison,(213) 613-0000,"108 W 2nd St, Los Angeles, CA",Son of a Gun,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA 90048",0
76881,2705,499,The Escondite,(213) 626-1800,"410 Boyd St, Los Angeles, CA",Beau Ideal House of Beauty,(323) 369-6904,"714 S Los Angeles St, Los Angeles, CA 90014",0
77045,2705,4636,The Escondite,(213) 626-1800,"410 Boyd St, Los Angeles, CA",Son of a Gun,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA 90048",0
77900,2715,2818,The Green Owl Cafe,(608) 285-5290,"1970 Atwood Ave, Madison, WI",Lao Laan,(608) 819-0140,"2098 Atwood Ave, Madison, WI 53704",0
77913,2715,5184,The Green Owl Cafe,(608) 285-5290,"1970 Atwood Ave, Madison, WI",The Green Owl,(608) 285-5290,"1970 Atwood Ave, Madison, WI 53704",1
78847,2730,2400,The Little Door,(323) 951-1210,"8164 W 3rd St, Los Angeles, CA",Jack N Jills Too,(310) 858-4900,"8738 W 3rd St, Los Angeles, CA 90048",0
78861,2730,2584,The Little Door,(323) 951-1210,"8164 W 3rd St, Los Angeles, CA",Kang Ho Dong Baekjeong,(213) 384-9678,"3465 W 6th St, Los Angeles, CA 90020",0
78902,2730,3221,The Little Door,(323) 951-1210,"8164 W 3rd St, Los Angeles, CA",Men Oh Tokushima Ramen,(213) 687-8485,"456 E 2nd St, Los Angeles, CA 90012",0
78993,2730,4679,The Little Door,(323) 951-1210,"8164 W 3rd St, Los Angeles, CA",Spear Steak & Seafood House,(213) 688-3000,"800 W 6th St, Los Angeles, CA 90017",0
79001,2730,4825,The Little Door,(323) 951-1210,"8164 W 3rd St, Los Angeles, CA",Sun Nong Dan,(213) 365-0303,"3470 W 6th St, Los Angeles, CA 90020",0
79034,2730,5237,The Little Door,(323) 951-1210,"8164 W 3rd St, Los Angeles, CA",The Little Easy,(213) 628-3113,"216 W 5th St, Los Angeles, CA 90013",0
79080,2731,5238,The Little Owl,(212) 741-4695,"90 Bedford Street, New York, NY",The Little Owl,(212) 741-4695,"90 Bedford St, New York, NY 10014",1
79108,2735,2809,The Meatball Shop,(212) 257-6121,"1462 2nd Avenue, New York, NY",Lan Larb,(212) 889-1769,"637 2nd Ave, New York, NY 10016",0
79130,2736,1491,The Nitty Gritty,(608) 251-2521,"223 N Frances St, Madison, WI",Dotty Dumplings Dowry,(608) 259-0000,"317 N Frances St, Madison, WI 53703",0
79229,2738,5273,The Old Fashioned,(608) 310-4545,"23 N Pinckney St, Madison, WI",The Old Fashioned,(608) 310-4545,"23 N Pinckney St, Madison, WI 53703",1
79264,2742,3826,The Pastry Cupboard,(415) 864-2755,"1596 Market Street, San Francisco, CA",Pasta Moto,(415) 546-6686,"845 Market St, San Francisco, CA 94103",0
79270,2742,4842,The Pastry Cupboard,(415) 864-2755,"1596 Market Street, San Francisco, CA",Super Duper Burgers,(415) 558-8123,"2304 Market St, San Francisco, CA 94114",0
79691,2745,5305,The Publican,(312) 733-9555,"837 W. Fulton Market, Chicago, IL",The Publican,(312) 733-9555,"837 W Fulton Market, Chicago, IL 60607",1
80150,2758,5357,The Taco Shop,(608) 250-8226,"604 University Ave, Madison, WI",The Taco Bros,(608) 422-5075,"604 E University Ave, Madison, WI 53715",1
80362,2765,2818,The Victory Madison,(608) 240-0366,"2710 Atwood Ave, Madison, WI",Lao Laan,(608) 819-0140,"2098 Atwood Ave, Madison, WI 53704",0
80363,2765,2819,The Victory Madison,(608) 240-0366,"2710 Atwood Ave, Madison, WI",Lao Laan,(608) 819-0140,"2098 Atwood Ave, Madison, WI 53704",0
80458,2770,583,Three Dots and a Dash,(312) 610-4200,"435 N. Clark Street, Chicago, IL",Bill D.'s review of Chez Delisay Cajun Cuisin,(872) 806-0986,"6621 N Clark St, Chicago, IL 60626",0
80916,2776,5411,Tinga,(323) 954-9566,"142 S La Brea, Los Angeles, CA",Tinga,(323) 954-9566,"142 S La Brea Ave, Los Angeles, CA 90036",1
81095,2786,5433,Tokyo Express,(608) 280-8338,"617 State St, Madison, WI",Tokyo Express,(608) 280-8338,"617 State St, Madison, WI 53703",1
81128,2794,1218,Tommy's Mexican,(415) 387-4747,"5929 Geary Boulevard, San Francisco, CA",Colibri Mexican Bistro,(415) 440-2737,"438 Geary St, San Francisco, CA 94102",0
81186,2797,487,Tony Maroni's Famous Gourmet,(310) 966-5050,"11645 Wilshire Blvd, Los Angeles, CA",BCD Tofu House,(213) 382-6677,"3575 Wilshire Blvd, Los Angeles, CA 90010",0
81792,2812,4721,Tous Les Jours,(212) 967-9661,"31 West 32nd Street, New York, NY",St. Thomas Church Fifth Avenue,(212) 757-7013,"1 West 53rd St, New York, NY 10019",0
82026,2825,5015,True Coffee Roasters,(608) 277-1455,"6250 Nesbitt Rd, Fitchburg, WI",Ten Pin Alley,(608) 845-1010,"6285 Nesbitt Rd, Fitchburg, WI 53719",0
82092,2830,5499,Tuba,(415) 826-8822,"1007 Guerrero Street, San Francisco, CA",Tuba,(415) 826-8822,"1007 Guerrero St, San Francisco, CA 94110",1
82093,2830,5500,Tuba,(415) 826-8822,"1007 Guerrero Street, San Francisco, CA",Tuba,(415) 826-8822,"1007 Guerrero St, San Francisco, CA 94110",1
82646,2846,129,Umami Food Cart,(608) 819-6319,"700 State St, Madison, WI",Alan Koa Salon & Spa,(608) 284-1956,"202 State St, Madison, WI 53703",0
82652,2846,985,Umami Food Cart,(608) 819-6319,"700 State St, Madison, WI",Casa de Lara,(608) 251-7200,"341 State St, Madison, WI 53703",0
82769,2847,2820,Umami Ramen & Dumpling Bar,(608) 819-6319,"923 Williamson St., Madison, WI",Lao Laan,(608) 280-0104,"1146 Williamson St, Madison, WI 53703",0
82786,2847,4254,Umami Ramen & Dumpling Bar,(608) 819-6319,"923 Williamson St., Madison, WI",Ricks Olde Gold,(608) 257-7280,"1314 Williamson St Frnt, Madison, WI 53703",0
83199,2859,3930,Vee Vee's,(773) 465-2424,"6232 N. Broadway Street, Chicago, IL",Ping Pong,(773) 281-7575,"3322 N Broadway St, Chicago, IL 60657",0
83671,2872,571,Via Lima,(773) 348-4900,"4024 N. Lincoln Avenue, Chicago, IL",Big Bricks,(773) 525-5022,"3832 N Lincoln Ave, Chicago, IL 60613",0
84001,2873,5369,Vibe,(213) 268-9948,"721 S Western Ave, Los Angeles, CA",The Vape Shop,(323) 496-9288,"125 N Western Ave, Los Angeles, CA 90004",0
84112,2878,5634,Villa Dolce,(608) 833-0033,"1828 Parmenter St, Middleton, WI",Villa Dolce,(608) 833-0033,"1828 Parmenter St, Middleton, WI 53562",1
84298,2882,2823,Village Pizzeria,(323) 465-5566,"131 N Larchmont Blvd, Los Angeles, CA",Larchmont Village Wine Spirits & Cheese,(323) 856-8699,"223 N Larchmont Blvd, Los Angeles, CA 90004",0
84601,2888,1829,Vinoteque on Melrose,(310) 860-6060,"7469 Melrose Ave, Los Angeles, CA",Franco On Melrose,(323) 934-3390,"6919 Melrose Ave, Los Angeles, CA 90038",0
84771,2888,5649,Vinoteque on Melrose,(310) 860-6060,"7469 Melrose Ave, Los Angeles, CA",Vinoteque On Melrose,(310) 860-6060,"7469 Melrose Ave, Los Angeles, CA 90046",1
85464,2901,985,Wasabi Japanese Restaurant,(608) 255-5020,"449 State St Ste 2G, Madison, WI",Casa de Lara,(608) 251-7200,"341 State St, Madison, WI 53703",0
85513,2901,3468,Wasabi Japanese Restaurant,(608) 255-5020,"449 State St Ste 2G, Madison, WI",Naf Naf Grill,(608) 256-0071,"555 State St, Madison, WI 53703",0
85576,2904,1039,Watertower Chop House,(608) 318-1857,"109 W Main St, Sun Prairie, WI",Chang Jiang,(608) 825-9108,"984 W Main St, Sun Prairie, WI 53590",0
85606,2905,5698,Waypoint Public House,(608) 222-3900,"320 W Broadway, Madison, WI",Waypoint Public House,(608) 222-0224,"320 W Broadway, Monona, WI 53716",1
85628,2908,2820,Weary Traveler Freehouse,(608) 442-6207,"1201 Williamson St, Madison, WI",Lao Laan,(608) 280-0104,"1146 Williamson St, Madison, WI 53703",0
85645,2908,4254,Weary Traveler Freehouse,(608) 442-6207,"1201 Williamson St, Madison, WI",Ricks Olde Gold,(608) 257-7280,"1314 Williamson St Frnt, Madison, WI 53703",0
85996,2933,5752,Wildberry Pancakes & Cafe,(312) 938-9777,"130 E. Randolph Street, Chicago, IL",Wildberry Pancakes and Cafe,(312) 938-9777,"130 E Randolph St, Chicago, IL 60601",1
86052,2936,4407,Willalby's Cafe,(608) 259-9032,"1351 Williamson St, Madison, WI",Sali C.'s review of Lao Laan,(608) 280-0104,"1146 Williamson St, Madison, WI 53703",0
86113,2944,1482,Wings Over Madison,(608) 467-3300,"2739 University Ave, Madison, WI",Don the Car Care Man,(608) 467-0602,"2008 University Ave, Madison, WI 53726",0
86118,2944,2035,Wings Over Madison,(608) 467-3300,"2739 University Ave, Madison, WI",Great Harvest Bread Company,(608) 284-9309,"3258 University Ave, Madison, WI 53705",0
86163,2947,5774,Winton Deli,(510) 786-2444,"2042 W Winton Avenue, Hayward, CA",Winton Deli Cafe,(510) 786-2444,"2042 W Winton Ave, Hayward, CA 94545",1
87108,2962,5200,Woodhouse Fish Company,(415) 437-2722,"2073 Market Street, San Francisco, CA",The Hot Spot,(415) 355-9800,"1414 Market St, San Francisco, CA 94102",0
87750,2969,5198,Yang Chow,(213) 625-0811,"819 N Broadway, Los Angeles, CA",The Heights Deli & Bottle Shop,(323) 223-0708,"2927 N Broadway, Los Angeles, CA 90031",0
88002,2989,1889,Yu Chun Chic Naeng Myun,(213) 382-3815,"3185 W Olympic Blvd, Los Angeles, CA",Gam Ja Gol,(213) 381-6446,"3003 W Olympic Blvd, Los Angeles, CA 90006",0
88336,2989,5839,Yu Chun Chic Naeng Myun,(213) 382-3815,"3185 W Olympic Blvd, Los Angeles, CA",Yu Chun Chic Naeng Myun,(213) 382-3815,"3185 W Olympic Blvd, Los Angeles, CA 90006",1
88362,2991,325,Yum Yum Bangkok,(212) 262-7244,"650 9th Avenue, New York, NY",At nine Restaurant & Bar,(212) 265-4499,"592 9th Ave, New York, NY 10036",0
88388,2991,4263,Yum Yum Bangkok,(212) 262-7244,"650 9th Avenue, New York, NY",Riposo 46,(929) 220-3952,"667 9th Ave, New York, NY 10036",0
88702,3012,5880,Zuzu Cafe,(608) 260-9898,"1336 Drake St, Madison, WI",ZuZu Cafe & Market,(608) 260-9898,"1336 Drake St, Madison, WI 53715",1
