index,id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released,source,entity_id
224,5352,"Girion , Lord of Dale ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtrack , Music , Soundtrack , Classical , Original Score ‰ ãÑ 2013 WaterTower Music 10-Dec-13",Howard Shore,,,$ 1.29,,4:15,,0,144
266,4047,"Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ] Dance , Music $ 1.29 2:31",Skrillex & Diplo,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,,,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,16-Jun-15,0,145
7,2477,"Because of Your Love Greatest Hits Country , Music , Contemporary Country , Urban Cowboy $ 0.99",Kenny Chesney,,,,2000 BMG Entertainment,4:16,26-Sep-00,0,146
263,2064,Let Go Ryan Adams Ryan Adams 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records . 9-Sep-14,,,"Rock , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative , Country , Alternative Country , Americana",$ 1.29,,3:43,,0,147
96,361,"Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ] Major Lazer Electronic , Music , Dance $ 1.29 1-Nov-11",,Original Don ( feat . The Partysquad ) [ Remixes ] - EP,,,2011 Downtown Records Unders exclusive license to Interscope Records in the U.S.A.,3:38,,0,148
152,796,"As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ] Justin Bieber Dance , Music , Rock 2012 The Island Def Jam Music Group 11-Sep-12",,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],,$ 1.29,,4:40,,0,149
42,2459,"O Little Town of Bethlehem All I Want for Christmas Is a Real Good Tan Holiday , Music , Country , Honky Tonk , Contemporary Country , Christmas 4:18 4-Oct-03",Kenny Chesney,,,$ 0.99,2003 BMG Music,,,0,150
62,4730,"Kaskade - Fire & Ice Booklet Fire & Ice Dance , Music , House , Electronic 2011 Ultra Records , Inc. 25-Oct-11",Kaskade,,,Album Only,,--,,0,151
66,1753,"Get Low ( Neo Fresco Remix ) Get Low ( Remixes ) - EP Dance , Music 4:42 2-Jun-15",Dillon Francis & DJ Snake,,,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,,0,152
196,1166,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP $ 1.29 12-May-15",David Guetta,,"Dance , Music",,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",4:42,,0,153
185,3554,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] $ 1.29 5:09 19-Apr-11",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,,,0,154
211,3459,Remember You ( feat . The Weeknd ) $ 1.99,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,0,155
30,1193,The Whisperer ( feat . Sia ) Listen $ 1.29 3:54,David Guetta,,"Dance , Music , Electronic , House , Rock , French Pop",,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",,24-Nov-14,0,156
262,347,"All My Love ( feat . Ariana Grande & Machel Montano ) [ Remix ] Major Lazer Electronic , Music , Reggae , Modern Dancehall , Dance $ 1.29 2015 Mad Decent 3:49",,Peace Is The Mission,,,,,1-Jun-15,0,157
13,4236,"Starry Eyed ( AN21 and Max Vangeli Remix ) Starry Eyed ( Remixes ) - EP Dance , Music , Pop , Rock $ 1.29 15-Feb-11",Ellie Goulding,,,,2011 Polydor Ltd. ( UK ),8:14,,0,158
218,1262,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09",David Guetta,,,$ 1.29,,,,0,159
147,5343,"The Woodland Realm ( Extended Version ) Howard Shore The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtrack , Music , Soundtrack , Classical , Original Score $ 1.29 5:14 10-Dec-13",,,,,‰ ãÑ 2013 WaterTower Music,,,0,160
31,801,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ] 2012 The Island Def Jam Music Group,Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,,4:40,11-Sep-12,0,161
78,3175,"The Breath You Take George Strait Album Only 2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC. 14-Jun-11",,"Now That 's What I Call Country , Vol . 4","Country , Music",,,3:34,,0,162
158,956,Teardrops On My Guitar ( Pop Version ) Taylor Swift 24-Oct-06,,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,,0,163
92,1623,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Leave a Whisper ( Deluxe Version ) Rock , Music , Hard Rock , Alternative $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States",,,,,,3:59,27-May-03,0,164
67,1233,"Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ] David Guetta 2011 What A Music Ltd , licence exclusive Parlophone Music France",,Titanium ( Remixes ) [ feat . Sia ],"Dance , Music , Electronic",$ 0.99,,6:37,20-Jan-12,0,165
197,337,"Get Free ( Andy C remix ) Major Lazer Electronic , Music , Dance , Rock , Electronica $ 1.29 5:31 27-Feb-13",,Get Free - Single,,,2013 Secretly Canadian / Mad Decent,,,0,166
131,3574,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Flo Rida $ 1.29 24-Nov-10",,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,,0,167
206,4698,Make It Bun Dem ( Alvin Risk Remix ) 2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States . 3:58 28-Aug-12,Skrillex & Damian `` Jr. . Gong '' Marley,Make It Bun Dem After Hours ( Remixes ),"Dance , Music , Electronic",$ 1.29,,,,0,168
210,3412,"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",,O.N.I.F.C. ( Deluxe Version ),,,,5:20,4-Dec-12,0,169
257,6524,Talkin ' 2 Myself ( feat . Kobe ) Recovery ( Deluxe Edition ) $ 1.29 ‰ ãÑ 2010 Aftermath Records 5:00,Eminem,,"Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap",,,,21-Jun-10,0,170
29,6290,Gold ( feat . Eighty4 Fly ) Macklemore & Ryan Lewis The Heist ( Deluxe Edition ),,,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",4:11,1-Aug-12,0,171
244,6679,You Belong With Me ( Instrumental With Background Vocals ) Taylor Swift,,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",3:57,7-Apr-09,0,172
161,1292,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 3:34 26-Aug-11",David Guetta,Nothing But the Beat,,$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",,,0,173
214,3318,Medicated ( feat . Chevy Woods & Juicy J ) Wiz Khalifa 5:30 4-Dec-12,,O.N.I.F.C.,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,0,174
72,3413,"Remember You ( feat . The Weeknd ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99",Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,0,175
56,1343,Find You ( feat . Matthew Koma & Miriam Bryant ) [ Mike Hawkins Remix ] Zedd $ 1.29 2014 Interscope Records 4:26 8-Apr-14,,Find You ( Remixes ),"Dance , Music , Electronic",,,,,0,176
63,4426,"Act My Age FOUR ( Ultimate Edition ) Pop , Music 3:18 17-Nov-14",One Direction,,,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,,0,177
231,1290,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 26-Aug-11",David Guetta,Nothing But the Beat,,$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,,0,178
251,6867,"I Do n't Need No B **** ( feat . Devin the Dude & Kobe Honeycutt ) Doggumentary Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap ‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 . 3:59 29-Mar-11",Snoop Dogg,,,$ 1.29,,,,0,179
160,322,"Epilogue ( feat . George the Poet ) Naughty Boy Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd",,Hotel Cabana,,,,1:28,6-May-14,0,180
268,5153,"Lord Knows ( feat . Rick Ross ) Drake Hip-Hop/Rap , Music $ 1.29 ‰ ãÑ 2011 Cash Money Records Inc.",,Take Care ( Deluxe Version ),,,,5:07,15-Nov-11,0,181
239,4936,"Songs Like This Carrie Underwood Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock",,Play On,,$ 1.29,"‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",2:37,3-Nov-09,0,182
120,6345,Get Free ( feat . Amber of Dirty Projectors ) [ What So Not Remix ] $ 1.29 ‰ ãÑ 2013 Secretly Canadian / Mad Decent 18-Jun-13,Major Lazer,Free the Universe ( Extended Version ),"Electronic , Music , Rock , Reggae , Modern Dancehall , Dance",,,4:58,,0,183
12,380,"Closer ( feat . Mike Posner ) Nick Jonas $ 1.29 2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC 3:48",,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",,,,10-Nov-14,0,184
228,896,Thank Me Now 5:28,Drake,Thank Me Later,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",$ 1.29,2010 Young Money Entertainment/Cash Money Records/Universal Motown,,16-Jun-10,0,185
166,3610,Money Right ( feat . Rick Ross & Brisco ) Mail On Sunday $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Flo Rida,,"Hip-Hop/Rap , Music , Pop , Dirty South",,,3:16,18-Mar-08,0,186
241,2022,"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12",Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],,$ 0.99,,5:10,,0,187
190,5747,"Dayum , Baby ( feat . Sarah Buxton ) Florida Georgia Line 25-Nov-13",,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2013 Big Machine Label Group , LLC",3:26,,0,188
250,2317,"Because of Your Love Country , Music , Contemporary Country , Urban Cowboy $ 0.99",Kenny Chesney,Greatest Hits,,,2000 BMG Entertainment,4:16,26-Sep-00,0,189
80,5852,Baby ( Bonus Video ) ‰ ãÑ 2010 The Island Def Jam Music Group,Justin Bieber,My World 2.0 ( Bonus Track Version ),"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.99,,3:39,23-Mar-10,0,190
69,3259,"Applause ( Goldhouse Remix ) Applause ( Remixes ) Pop , Music , Electronic , Rock $ 1.29 4:34 30-Sep-13",Lady Gaga,,,,2013 Interscope Records,,,0,191
172,3043,"Ready for the Weekend ( Dave Spoon Dub Remix ) Dance , Music , Rock , Electronic 6:35 15-Sep-09",Calvin Harris,Ready for the Weekend - EP,,$ 0.99,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",,,0,192
222,6287,Jimmy Iovine ( feat . Ab-Soul ) The Heist ( Deluxe Edition ) 3:53,Macklemore & Ryan Lewis,,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",,1-Aug-12,0,193
249,529,"The A Team ( Live ) Ed Sheeran iTunes Festival : London 2012 - EP Singer/Songwriter , Music $ 1.99 2012 Warner Music UK LImited 5:01 3-Sep-12",,,,,,,,0,194
64,5707,"Ha ( feat . Brisco & 4 Mill ) Hip-Hop/Rap , Music Album Only 3:54",Flo Rida,R.O.O.T.S. ( Deluxe Version ),,,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,30-Mar-09,0,195
59,6624,"This Love ( Karaoke Version ) Pop , Music 4:07 3-Mar-15",Taylor Swift,Taylor Swift Karaoke : 1989,,$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC",,,0,196
23,1828,"El Perd ' _ n ( Forgiveness ) Pop , Music 3:26",Nicky Jam & Enrique Iglesias,El Perd ' _ n ( Forgiveness ) - Single,,$ 1.29,2015 Sony Music Entertainment US Latin LLC,,10-Jul-15,0,197
81,4890,Sorry for Party Rocking Sorry for Party Rocking ( Deluxe Version ) $ 1.29 3:23,LMFAO,,"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",,21-Jun-11,0,198
134,5985,"Faith In Love Reba Duets $ 1.29 ‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc. 18-Sep-07",Reba McEntire & Rascal Flatts,,"Country , Music , Honky Tonk , Contemporary Country",,,3:47,,0,199
167,1410,Illusion ( feat . Echosmith ) True Colors 2015 Interscope Records 6:30,Zedd,,"Dance , Music , Electronic",$ 1.29,,,18-May-15,0,200
137,6011,"Dance In the Dark Lady Gaga The Fame Monster ( Deluxe Version ) Pop , Music ‰ ãÑ 2014 Interscope Records 5-Aug-14",,,,$ 1.29,,4:48,,0,201
53,2979,"Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ] Thinking About You ( feat . Ayah Marar ) [ Remixes ] Dance , Music 2013 Sony Music Entertainment UK Limited 5:42",Calvin Harris,,,$ 1.29,,,2-Aug-13,0,202
203,6900,Follow You Down ( feat . Bright Lights ) Zedd Clarity ( Deluxe Edition ) $ 1.29 ‰ ãÑ 2013 Interscope Records 5:47,,,"Dance , Music",,,,24-Sep-13,0,203
178,4206,"Lights ( RAC Mix ) Lights , Pt. 2 ( The Remixes ) - EP $ 1.29 5:44",Ellie Goulding,,"Dance , Music , Pop",,2011 Polydor Ltd. ( UK ),,19-Jul-11,0,204
254,1552,Second Chance ( Live Acoustic from Kansas City ) Shinedown,,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,18-Apr-11,0,205
104,3564,Club Ca n't Handle Me ( Ridney Remix ) Flo Rida $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 17-Aug-10,,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance , Music",,,6:10,,0,206
115,5215,"The Motto ( feat . Lil Wayne ) [ Bonus Track ] Drake Hip-Hop/Rap , Music ‰ ãÑ 2011 Cash Money Records Inc.",,Take Care ( Deluxe Version ),,$ 1.29,,3:01,15-Nov-11,0,207
265,5942,In God 's Hands ( feat . Keith Urban ) The Best of Nelly Furtado ( Deluxe Version ) 4:34 16-Nov-10,Nelly Furtado & Keith Urban,,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 0.99,‰ ãÑ 2010 Geffen Records,,,0,208
149,1176,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14",David Guetta,,,$ 1.29,,,,0,209
188,3571,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Hip-Hop/Rap , Music , Rap , Dirty South 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:36 24-Nov-10",Flo Rida,"Only One Flo , Pt. 1",,$ 1.29,,,,0,210
212,4743,"Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 3:30 24-Feb-15",Skrillex & Diplo,,,,,,,0,211
24,5147,"Take Care ( feat . Rihanna ) Take Care ( Deluxe Version ) Hip-Hop/Rap , Music $ 1.29",Drake,,,,‰ ãÑ 2011 Cash Money Records Inc.,4:37,15-Nov-11,0,212
237,4692,"Dirty Vibe ( Ricky Remedy Remix ) Skrillex Dirty Vibe ( Remixes ) - EP Dance , Music 2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States . 3:42",,,,$ 1.29,,,15-Dec-14,0,213
198,1241,"Who 's That Chick ? ( feat . Rihanna ) [ Single Version ] David Guetta & Rihanna House , Music , Dance , Rock , Electronic",,Who 's That Chick ( feat . Rihanna ) - EP,,$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,2:45,3-Dec-10,0,214
22,1084,"Masterpiece ( feat . Jordan Rakei ) Disclosure Caracal 2015 Island Records , a division of Universal Music Operations Limited 4:01",,,"Electronic , Music , Dance , Garage , House , Rock",Album Only,,,,0,215
187,4736,Lick It ( Norman Doray Remix ) Lick It ( Remixes ) - EP $ 1.29 6:14 17-Apr-12,Kaskade & Skrillex,,"Dance , Music , Electronic",,"2012 Ultra Records , Inc.",,,0,216
253,1238,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ] Who 's That Chick ( feat . Rihanna ) - EP 2010 Gum Prod licence exclusive Parlophone Music France 3-Dec-10,David Guetta & Rihanna,,"House , Music , Dance , Rock , Electronic",$ 0.99,,2:45,,0,217
94,5993,"Because of You Reba Duets Country , Music , Honky Tonk , Contemporary Country",Kelly Clarkson & Reba McEntire,,,$ 1.99,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",3:42,18-Sep-07,0,218
173,1583,"Second Chance ( Live Acoustic from Kansas City ) Shinedown Somewhere In the Stratosphere ( Live ) Rock , Music , Metal , Alternative , Hard Rock 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .",,,,$ 1.29,,5:06,18-Apr-11,0,219
217,1437,Fake ( Demo ) Us and Them ( Deluxe Version ),Shinedown,,"Rock , Music , Metal , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:05,4-Oct-05,0,220
138,969,Speak Now - World Tour Live Concert ( Live 2011 ) Taylor Swift 2:09:26,,Speak Now - World Tour Live,"Country , Music , Rock , Contemporary Country , Honky Tonk",Album Only,"2011 Big Machine Records , LLC .",,21-Nov-11,0,221
119,2962,Pray to God ( feat . HAIM ) [ Calvin Harris vs Mike Pickering Hacienda Remix ] Calvin Harris Pray to God ( Remixes ) [ feat . HAIM ] - Single 3:43,,,"Dance , Music",$ 1.29,2015 Sony Music Entertainment UK Limited,,26-May-15,0,222
258,6333,"Wind Up ( feat . Elephant Man & Opal ) Major Lazer Free the Universe ( Extended Version ) Electronic , Music , Rock , Reggae , Modern Dancehall , Dance 4:27",,,,$ 1.29,‰ ãÑ 2013 Secretly Canadian / Mad Decent,,18-Jun-13,0,223
16,1168,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music $ 1.29 21-Aug-09",David Guetta,,,,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,0,224
47,252,"VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative 2015 KIDinaKORNER/Interscope Records 1:25",,,,$ 1.29,,,30-Jun-15,0,225
220,2408,"Please Come to Boston ( Live ) Kenny Chesney When the Sun Goes Down ( Deluxe Version ) Country , Music , Contemporary Country , Urban Cowboy 2-Feb-04",,,,$ 1.29,2007 SONY BMG MUSIC ENTERTAINMENT,4:00,,0,226
10,2020,"If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ Complete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12",,,,,,,,0,227
259,2455,Like Me $ 0.99 5:11,Kenny Chesney,The Road and the Radio,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",,2005 BMG Music,,6-Nov-05,0,228
129,3634,Sweet Spot 2.0 ( feat . Jennifer Lopez ) Flo Rida Wild Ones 3:11 22-Jun-12,,,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,0,229
113,3270,"Judas ( Royksopp 's 30 Pieces Remix ) Pop , Music , Dance 2011 Interscope Records 9:18 21-Nov-11",Lady Gaga,Born This Way ( The Remix ),,Album Only,,,,0,230
40,2841,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker ) Mark Ronson Uptown Special Pop , Music , R&B / Soul , Funk , Soul $ 1.29 2:16",,,,,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",,13-Jan-15,0,231
148,1268,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 21-Aug-09,,One Love ( Deluxe Version ),"Dance , Music",,,2:51,,0,232
41,5085,"You & Me ( feat . Eliza Doolittle ) Disclosure Settle ( Deluxe Version ) Electronic , Music 15-Apr-14",,,,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:26,,0,233
88,5208,That Ai n't Me ( feat . Jay Sean ) I Am Not a Human Being $ 1.29 4:02 15-Nov-10,Lil Wayne & Jay Sean,,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",,‰ ãÑ 2010 Cash Money Records Inc.,,,0,234
17,210,Slow Down ( Sure Shot Rockers Reggae Dub Remix ) Slow Down ( Reggae Remixes ) - Single $ 1.29 3:15,Selena Gomez,,"Reggae , Music , Electronic , Dance , Rock",,"2013 Hollywood Records , Inc.",,20-Aug-13,0,235
14,1236,"Titanium ( Spanish Version ) David Guetta Titanium ( Spanish Version ) - Single Dance , Music , Electronic $ 1.29",,,,,"2012 What A Music Ltd , Licence exclusive Parlophone Music France",3:58,20-Aug-12,0,236
151,271,"VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative $ 1.29 1:25 30-Jun-15",,,,,2015 KIDinaKORNER/Interscope Records,,,0,237
1,1289,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 26-Aug-11",David Guetta,Nothing But the Beat,,$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,,0,238
112,1543,"Second Chance ( Live Acoustic from Kansas City ) Shinedown Rock , Music , Metal , Alternative , Hard Rock 5:06",,Somewhere In the Stratosphere ( Live ),,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,,18-Apr-11,0,239
125,3236,"Do What U Want ( feat . Christina Aguilera ) [ Red Ant & Amp Lexvas Deep House Remix ] Lady Gaga Pop , Music $ 1.29 2014 Interscope Records 6:50",,Do What U Want ( Remixes ),,,,,25-Feb-14,0,240
189,3313,Remember You ( feat . The Weeknd ) Wiz Khalifa $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,,5:20,4-Dec-12,0,241
164,3321,Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 5:20,,,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,4-Dec-12,0,242
179,809,Turn to You ( Mother 's Day Dedication ) Justin Bieber 3:39 11-May-12,,Turn to You ( Mother 's Day Dedication ) - Single,"Pop , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,,,0,243
76,2680,"Any Man of Mine ( American Idol Performance ) Country , Music , Rock 3:40",Lauren Alaina,American Idol Season 10 : Lauren Alaina,,$ 1.29,"2011 19 Recordings , Inc.",,25-May-11,0,244
176,4714,"Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ] Skrillex & Kill the Noise Recess Remixes - EP Dance , Music 7-Jul-14",,,,$ 1.29,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",3:47,,0,245
146,3505,"Elevator ( feat . Timbaland ) Flo Rida Mail On Sunday ( Deluxe Version ) Hip-Hop/Rap , Music , Dirty South 3:55 17-Mar-08",,,,$ 1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,0,246
156,306,Lifted ( feat . Emeli Sand ' © & Professor Green ) Hotel Cabana ( Deluxe Version ) $ 1.29 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 4:15,Naughty Boy,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",,,,6-May-14,0,247
238,1433,Son of Sam ( Bonus Track ) Shinedown,,The Sound of Madness ( Deluxe Version ),"Rock , Music , Metal , Alternative , Grunge , Hard Rock",Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,3:37,23-Jun-08,0,248
139,1685,"Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) Country , Music , Urban Cowboy , Contemporary Country 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 19-Aug-14",,,,Album Only,,6:57,,0,249
